,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
515,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,France,Bourhy et al. (2005),"Bourhy H, Cowley JA, Larrous F, Holmes EC, Walker PJ. Phylogenetic relationships among rhabdoviruses inferred using the L polymerase gene. J Gen Virol. 2005 Oct;86(Pt 10):2849-2858. doi: 10.1099/vir.0.81128-0. PMID: 16186241.",European bat 1 lyssavirus 8918FRA,,NA
516,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,France,Delmas et al. (2008),"Delmas O, Holmes EC, Talbi C, Larrous F, Dacheux L, Bouchier C, Bourhy H. Genomic diversity and evolution of the lyssaviruses. PLoS One. 2008 Apr 30;3(4):e2057. doi: 10.1371/journal.pone.0002057. PMID: 18446239; PMCID: PMC2327259.",European bat 1 lyssavirus 8918FRA,,NA
517,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,France,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 8918FRA,,NA
518,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,France,Dacheux et al. (2016),"Dacheux L, Larrous F, Lavenir R, Lepelletier A, Faouzi A, Troupin C, Nourlil J, Buchy P, Bourhy H. Dual Combined Real-Time Reverse Transcription Polymerase Chain Reaction Assay for the Diagnosis of Lyssavirus Infection. PLoS Negl Trop Dis. 2016 Jul 5;10(7):e0004812. doi: 10.1371/journal.pntd.0004812. PMID: 27380028; PMCID: PMC4933377.",European bat 1 lyssavirus 8919FRA,,NA
519,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,Schatz et al. (2014),"Schatz J, Freuling CM, Auer E, Goharriz H, Harbusch C, Johnson N, Kaipf I, Mettenleiter TC, MÃ¼hldorfer K, MÃ¼hle RU, Ohlendorf B, Pott-DÃ¶rfer B, PrÃ¼ger J, Ali HS, Stiefel D, Teubner J, Ulrich RG, Wibbelt G, MÃ¼ller T. Enhanced passive bat rabies surveillance in indigenous bat species from Germany--a retrospective study. PLoS Negl Trop Dis. 2014 May 1;8(5):e2835. doi: 10.1371/journal.pntd.0002835. PMID: 24784117; PMCID: PMC4006713.",European bat 1 lyssavirus 905,,NA
520,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,Schatz et al. (2014),"Schatz J, Freuling CM, Auer E, Goharriz H, Harbusch C, Johnson N, Kaipf I, Mettenleiter TC, MÃ¼hldorfer K, MÃ¼hle RU, Ohlendorf B, Pott-DÃ¶rfer B, PrÃ¼ger J, Ali HS, Stiefel D, Teubner J, Ulrich RG, Wibbelt G, MÃ¼ller T. Enhanced passive bat rabies surveillance in indigenous bat species from Germany--a retrospective study. PLoS Negl Trop Dis. 2014 May 1;8(5):e2835. doi: 10.1371/journal.pntd.0002835. PMID: 24784117; PMCID: PMC4006713.",European bat 1 lyssavirus 915,,NA
521,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,MÃ¼ller et al. (2007),"MÃ¼ller T, Johnson N, Freuling CM, Fooks AR, Selhorst T, Vos A. Epidemiology of bat rabies in Germany. Arch Virol. 2007 Feb;152(2):273-88. doi: 10.1007/s00705-006-0853-5. Epub 2006 Oct 27. PMID: 17066249.",European bat 1 lyssavirus 932,,NA
522,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,Schatz et al. (2014),"Schatz J, Freuling CM, Auer E, Goharriz H, Harbusch C, Johnson N, Kaipf I, Mettenleiter TC, MÃ¼hldorfer K, MÃ¼hle RU, Ohlendorf B, Pott-DÃ¶rfer B, PrÃ¼ger J, Ali HS, Stiefel D, Teubner J, Ulrich RG, Wibbelt G, MÃ¼ller T. Enhanced passive bat rabies surveillance in indigenous bat species from Germany--a retrospective study. PLoS Negl Trop Dis. 2014 May 1;8(5):e2835. doi: 10.1371/journal.pntd.0002835. PMID: 24784117; PMCID: PMC4006713.",European bat 1 lyssavirus 932,,NA
523,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,MÃ¼ller et al. (2007),"MÃ¼ller T, Johnson N, Freuling CM, Fooks AR, Selhorst T, Vos A. Epidemiology of bat rabies in Germany. Arch Virol. 2007 Feb;152(2):273-88. doi: 10.1007/s00705-006-0853-5. Epub 2006 Oct 27. PMID: 17066249.",European bat 1 lyssavirus 933,,NA
524,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,Schatz et al. (2014),"Schatz J, Freuling CM, Auer E, Goharriz H, Harbusch C, Johnson N, Kaipf I, Mettenleiter TC, MÃ¼hldorfer K, MÃ¼hle RU, Ohlendorf B, Pott-DÃ¶rfer B, PrÃ¼ger J, Ali HS, Stiefel D, Teubner J, Ulrich RG, Wibbelt G, MÃ¼ller T. Enhanced passive bat rabies surveillance in indigenous bat species from Germany--a retrospective study. PLoS Negl Trop Dis. 2014 May 1;8(5):e2835. doi: 10.1371/journal.pntd.0002835. PMID: 24784117; PMCID: PMC4006713.",European bat 1 lyssavirus 933,,NA
525,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,MÃ¼ller et al. (2007),"MÃ¼ller T, Johnson N, Freuling CM, Fooks AR, Selhorst T, Vos A. Epidemiology of bat rabies in Germany. Arch Virol. 2007 Feb;152(2):273-88. doi: 10.1007/s00705-006-0853-5. Epub 2006 Oct 27. PMID: 17066249.",European bat 1 lyssavirus 934,,NA
526,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,Schatz et al. (2014),"Schatz J, Freuling CM, Auer E, Goharriz H, Harbusch C, Johnson N, Kaipf I, Mettenleiter TC, MÃ¼hldorfer K, MÃ¼hle RU, Ohlendorf B, Pott-DÃ¶rfer B, PrÃ¼ger J, Ali HS, Stiefel D, Teubner J, Ulrich RG, Wibbelt G, MÃ¼ller T. Enhanced passive bat rabies surveillance in indigenous bat species from Germany--a retrospective study. PLoS Negl Trop Dis. 2014 May 1;8(5):e2835. doi: 10.1371/journal.pntd.0002835. PMID: 24784117; PMCID: PMC4006713.",European bat 1 lyssavirus 934,,NA
527,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Netherlands,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9366HOL,,NA
528,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Netherlands,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9367HOL,,NA
529,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Netherlands,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9376HOL,,NA
530,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Netherlands,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9377HOL,,NA
531,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Poland,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9394POL,,NA
532,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Germany,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9395GER,,NA
533,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Germany,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9396GER,,NA
534,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Russia,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9397RUS,,NA
535,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Germany,Dacheux et al. (2016),"Dacheux L, Larrous F, Lavenir R, Lepelletier A, Faouzi A, Troupin C, Nourlil J, Buchy P, Bourhy H. Dual Combined Real-Time Reverse Transcription Polymerase Chain Reaction Assay for the Diagnosis of Lyssavirus Infection. PLoS Negl Trop Dis. 2016 Jul 5;10(7):e0004812. doi: 10.1371/journal.pntd.0004812. PMID: 27380028; PMCID: PMC4933377.",European bat 1 lyssavirus 9399GER,,NA
536,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Germany,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9399GER,,NA
537,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Netherlands,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 94113HOL,,NA
538,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Netherlands,Amengual et al. (1997),"Amengual B, Whitby JE, King A, Cobo JS, Bourhy H. Evolution of European bat lyssaviruses. J Gen Virol. 1997 Sep;78 ( Pt 9):2319-28. doi: 10.1099/0022-1317-78-9-2319. PMID: 9292021.",European bat 1 lyssavirus 94115HOL,,NA
539,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Netherlands,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 94115HOL,,NA
540,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Netherlands,Dacheux et al. (2016),"Dacheux L, Larrous F, Lavenir R, Lepelletier A, Faouzi A, Troupin C, Nourlil J, Buchy P, Bourhy H. Dual Combined Real-Time Reverse Transcription Polymerase Chain Reaction Assay for the Diagnosis of Lyssavirus Infection. PLoS Negl Trop Dis. 2016 Jul 5;10(7):e0004812. doi: 10.1371/journal.pntd.0004812. PMID: 27380028; PMCID: PMC4933377.",European bat 1 lyssavirus 94116HOL,,NA
541,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Netherlands,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 94116HOL,,NA
542,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Dacheux et al. (2016),"Dacheux L, Larrous F, Lavenir R, Lepelletier A, Faouzi A, Troupin C, Nourlil J, Buchy P, Bourhy H. Dual Combined Real-Time Reverse Transcription Polymerase Chain Reaction Assay for the Diagnosis of Lyssavirus Infection. PLoS Negl Trop Dis. 2016 Jul 5;10(7):e0004812. doi: 10.1371/journal.pntd.0004812. PMID: 27380028; PMCID: PMC4933377.",European bat 1 lyssavirus 94285ESP,,NA
543,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Spain,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 94285SPA,,NA
544,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Germany,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9436GER,,NA
545,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Germany,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9438GER,,NA
546,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Germany,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9440GER,,NA
547,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Ukraine,Amengual et al. (1997),"Amengual B, Whitby JE, King A, Cobo JS, Bourhy H. Evolution of European bat lyssaviruses. J Gen Virol. 1997 Sep;78 ( Pt 9):2319-28. doi: 10.1099/0022-1317-78-9-2319. PMID: 9292021.",European bat 1 lyssavirus 9443UKR,,NA
548,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Ukraine,Dacheux et al. (2016),"Dacheux L, Larrous F, Lavenir R, Lepelletier A, Faouzi A, Troupin C, Nourlil J, Buchy P, Bourhy H. Dual Combined Real-Time Reverse Transcription Polymerase Chain Reaction Assay for the Diagnosis of Lyssavirus Infection. PLoS Negl Trop Dis. 2016 Jul 5;10(7):e0004812. doi: 10.1371/journal.pntd.0004812. PMID: 27380028; PMCID: PMC4933377.",European bat 1 lyssavirus 9443UKR,,NA
549,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Ukraine,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9443UKR,,NA
550,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Germany,Amengual et al. (1997),"Amengual B, Whitby JE, King A, Cobo JS, Bourhy H. Evolution of European bat lyssaviruses. J Gen Virol. 1997 Sep;78 ( Pt 9):2319-28. doi: 10.1099/0022-1317-78-9-2319. PMID: 9292021.",European bat 1 lyssavirus 9477GER,,NA
551,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Germany,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9477GER,,NA
552,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Netherlands,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9478HOL,,NA
553,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Netherlands,Bourhy et al. (2005),"Bourhy H, Cowley JA, Larrous F, Holmes EC, Walker PJ. Phylogenetic relationships among rhabdoviruses inferred using the L polymerase gene. J Gen Virol. 2005 Oct;86(Pt 10):2849-2858. doi: 10.1099/vir.0.81128-0. PMID: 16186241.",European bat 1 lyssavirus 9480HOL,,NA
554,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Netherlands,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9480HOL,,NA
555,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Culture,NA,NA,NA,NA,NA,Spain,Troupin et al. (2017),"Troupin C, Picard-Meyer E, Dellicour S, Casademont I, Kergoat L, Lepelletier A, Dacheux L, Baele G, MonchÃ¢tre-Leroy E, Cliquet F, Lemey P, Bourhy H. Host Genetic Variation Does Not Determine Spatio-Temporal Patterns of European Bat 1 Lyssavirus. Genome Biol Evol. 2017 Nov 1;9(11):3202-3213. doi: 10.1093/gbe/evx236. PMID: 29165566; PMCID: PMC5721339.",European bat 1 lyssavirus 9483SPA,,NA
556,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,MÃ¼ller et al. (2007),"MÃ¼ller T, Johnson N, Freuling CM, Fooks AR, Selhorst T, Vos A. Epidemiology of bat rabies in Germany. Arch Virol. 2007 Feb;152(2):273-88. doi: 10.1007/s00705-006-0853-5. Epub 2006 Oct 27. PMID: 17066249.",European bat 1 lyssavirus 9588,,NA
557,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,MÃ¼ller et al. (2007),"MÃ¼ller T, Johnson N, Freuling CM, Fooks AR, Selhorst T, Vos A. Epidemiology of bat rabies in Germany. Arch Virol. 2007 Feb;152(2):273-88. doi: 10.1007/s00705-006-0853-5. Epub 2006 Oct 27. PMID: 17066249.",European bat 1 lyssavirus 959,,NA
558,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,Schatz et al. (2014),"Schatz J, Freuling CM, Auer E, Goharriz H, Harbusch C, Johnson N, Kaipf I, Mettenleiter TC, MÃ¼hldorfer K, MÃ¼hle RU, Ohlendorf B, Pott-DÃ¶rfer B, PrÃ¼ger J, Ali HS, Stiefel D, Teubner J, Ulrich RG, Wibbelt G, MÃ¼ller T. Enhanced passive bat rabies surveillance in indigenous bat species from Germany--a retrospective study. PLoS Negl Trop Dis. 2014 May 1;8(5):e2835. doi: 10.1371/journal.pntd.0002835. PMID: 24784117; PMCID: PMC4006713.",European bat 1 lyssavirus 959,,NA
559,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,MÃ¼ller et al. (2007),"MÃ¼ller T, Johnson N, Freuling CM, Fooks AR, Selhorst T, Vos A. Epidemiology of bat rabies in Germany. Arch Virol. 2007 Feb;152(2):273-88. doi: 10.1007/s00705-006-0853-5. Epub 2006 Oct 27. PMID: 17066249.",European bat 1 lyssavirus 989,,NA
560,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,Schatz et al. (2014),"Schatz J, Freuling CM, Auer E, Goharriz H, Harbusch C, Johnson N, Kaipf I, Mettenleiter TC, MÃ¼hldorfer K, MÃ¼hle RU, Ohlendorf B, Pott-DÃ¶rfer B, PrÃ¼ger J, Ali HS, Stiefel D, Teubner J, Ulrich RG, Wibbelt G, MÃ¼ller T. Enhanced passive bat rabies surveillance in indigenous bat species from Germany--a retrospective study. PLoS Negl Trop Dis. 2014 May 1;8(5):e2835. doi: 10.1371/journal.pntd.0002835. PMID: 24784117; PMCID: PMC4006713.",European bat 1 lyssavirus 989,,NA
561,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,Dacheux et al. (2016),"Dacheux L, Larrous F, Lavenir R, Lepelletier A, Faouzi A, Troupin C, Nourlil J, Buchy P, Bourhy H. Dual Combined Real-Time Reverse Transcription Polymerase Chain Reaction Assay for the Diagnosis of Lyssavirus Infection. PLoS Negl Trop Dis. 2016 Jul 5;10(7):e0004812. doi: 10.1371/journal.pntd.0004812. PMID: 27380028; PMCID: PMC4933377.",European bat 1 lyssavirus 9906FRA,,NA
562,Eptesicus_serotinus,Viruses,Rhabdoviridae,NA,NA,NA,Tissue,NA,NA,NA,NA,NA,Germany,MÃ¼ller et al. (2007),"MÃ¼ller T, Johnson N, Freuling CM, Fooks AR, Selhorst T, Vos A. Epidemiology of bat rabies in Germany. Arch Virol. 2007 Feb;152(2):273-88. doi: 10.1007/s00705-006-0853-5. Epub 2006 Oct 27. PMID: 17066249.",European bat 1 lyssavirus 992,,NA
