verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
Myotis_bechsteinii,InterpulseInterval,96.4,13.1,14,mean,leaving roost,ms,7,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_nattereri,InterpulseInterval,76.8,24.8,32,mean,leaving roost,ms,67,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_daubentonii,InterpulseInterval,78.6,22.6,29,mean,free-flight & leaving roost,ms,61,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Plecotus_auritus,InterpulseInterval,71.3,25,35,mean,leaving roost,ms,38,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_nathusii,InterpulseInterval,134,55.9,42,mean,free-flight,ms,14,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_pipistrellus,InterpulseInterval,98.2,32.1,33,mean,leaving roost,ms,60,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_pygmaeus,InterpulseInterval,95.2,27.5,29,mean,leaving roost,ms,59,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Nyctalus_leisleri,InterpulseInterval,177,71.6,40,mean,leaving roost,ms,36,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Nyctalus_noctula,InterpulseInterval,336,138,41,mean,leaving roost,ms,26,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Eptesicus_serotinus,InterpulseInterval,116,26.2,23,mean,leaving roost,ms,55,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Barbastella_barbastellus,InterpulseInterval,63.8,NA,NA,mean,leaving roost,ms,1,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Rhinolophus_ferrumequinum,CallPeakFrequency,82.3,1.05,1,mean,leaving roost,kHz,21,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Rhinolophus_hipposideros,CallPeakFrequency,109,2.13,2,mean,leaving roost,kHz,24,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_brandtii,CallPeakFrequency,47.9,8.29,17,mean,leaving roost,kHz,42,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_mystacinus,CallPeakFrequency,47.5,5.91,12,mean,leaving roost,kHz,25,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_bechsteinii,CallPeakFrequency,51,3.13,6,mean,leaving roost,kHz,7,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_nattereri,CallPeakFrequency,51.2,11.3,22,mean,leaving roost,kHz,67,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_daubentonii,CallPeakFrequency,46.2,4.48,10,mean,free-flight & leaving roost,kHz,61,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Plecotus_auritus,CallPeakFrequency,43.3,9.16,21,mean,leaving roost,kHz,38,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_nathusii,CallPeakFrequency,39.3,1,3,mean,free-flight,kHz,14,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_pipistrellus,CallPeakFrequency,46,1.81,4,mean,leaving roost,kHz,60,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_pygmaeus,CallPeakFrequency,53.8,1.7,3,mean,leaving roost,kHz,59,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Nyctalus_leisleri,CallPeakFrequency,28.2,3,11,mean,leaving roost,kHz,36,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Nyctalus_noctula,CallPeakFrequency,20.3,2.01,10,mean,leaving roost,kHz,26,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Eptesicus_serotinus,CallPeakFrequency,32.3,3.67,11,mean,leaving roost,kHz,55,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Barbastella_barbastellus,CallPeakFrequency,36.8,NA,NA,mean,leaving roost,kHz,1,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Rhinolophus_ferrumequinum,CallStartFrequency,69.3,3.15,5,mean,leaving roost,kHz,21,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Rhinolophus_hipposideros,CallStartFrequency,98.2,6.09,6,mean,leaving roost,kHz,24,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_brandtii,CallStartFrequency,85.5,13.3,16,mean,leaving roost,kHz,42,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_mystacinus,CallStartFrequency,80.3,12.1,15,mean,leaving roost,kHz,25,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_bechsteinii,CallStartFrequency,111,22.3,20,mean,leaving roost,kHz,7,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_nattereri,CallStartFrequency,98.5,19.6,20,mean,leaving roost,kHz,67,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_daubentonii,CallStartFrequency,81.4,13.1,16,mean,free-flight & leaving roost,kHz,61,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Plecotus_auritus,CallStartFrequency,60.5,15.9,26,mean,leaving roost,kHz,38,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_nathusii,CallStartFrequency,49.8,6.76,14,mean,free-flight,kHz,14,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_pipistrellus,CallStartFrequency,71.3,14,20,mean,leaving roost,kHz,60,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_pygmaeus,CallStartFrequency,81.9,9.37,11,mean,leaving roost,kHz,59,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Nyctalus_leisleri,CallStartFrequency,44,12.6,29,mean,leaving roost,kHz,36,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Nyctalus_noctula,CallStartFrequency,25.9,7.16,28,mean,leaving roost,kHz,26,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Eptesicus_serotinus,CallStartFrequency,57.4,7.96,14,mean,leaving roost,kHz,55,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Barbastella_barbastellus,CallStartFrequency,46,NA,NA,mean,leaving roost,kHz,1,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Rhinolophus_ferrumequinum,CallEndFrequency,70.3,5.25,7,mean,leaving roost,kHz,21,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Rhinolophus_hipposideros,CallEndFrequency,96.1,8.47,9,mean,leaving roost,kHz,24,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_brandtii,CallEndFrequency,33.7,3.78,11,mean,leaving roost,kHz,42,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_mystacinus,CallEndFrequency,32.2,3.35,10,mean,leaving roost,kHz,25,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_bechsteinii,CallEndFrequency,33.8,3.9,12,mean,leaving roost,kHz,7,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_nattereri,CallEndFrequency,22.5,5.1,23,mean,leaving roost,kHz,67,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_daubentonii,CallEndFrequency,29.4,3.74,13,mean,free-flight & leaving roost,kHz,61,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Plecotus_auritus,CallEndFrequency,28.5,5.41,19,mean,leaving roost,kHz,38,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_nathusii,CallEndFrequency,36.7,1.02,3,mean,free-flight,kHz,14,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_pipistrellus,CallEndFrequency,43.3,1.78,4,mean,leaving roost,kHz,60,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_pygmaeus,CallEndFrequency,50.6,1.91,4,mean,leaving roost,kHz,59,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Nyctalus_leisleri,CallEndFrequency,25.3,2.33,9,mean,leaving roost,kHz,36,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Nyctalus_noctula,CallEndFrequency,18.2,2.12,12,mean,leaving roost,kHz,26,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Eptesicus_serotinus,CallEndFrequency,27.7,1.85,7,mean,leaving roost,kHz,55,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Barbastella_barbastellus,CallEndFrequency,28.4,NA,NA,mean,leaving roost,kHz,1,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Rhinolophus_ferrumequinum,CallMidFrequency,82.1,1.62,2,mean,leaving roost,kHz,21,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Rhinolophus_hipposideros,CallMidFrequency,109,2.18,2,mean,leaving roost,kHz,24,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_brandtii,CallMidFrequency,54.9,6.06,11,mean,leaving roost,kHz,42,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_mystacinus,CallMidFrequency,52.4,4.79,9,mean,leaving roost,kHz,25,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_bechsteinii,CallMidFrequency,68.8,10.1,15,mean,leaving roost,kHz,7,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_nattereri,CallMidFrequency,57.7,11.9,21,mean,leaving roost,kHz,67,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Myotis_daubentonii,CallMidFrequency,51.7,5.39,10,mean,free-flight & leaving roost,kHz,61,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Plecotus_auritus,CallMidFrequency,41.6,10.2,25,mean,leaving roost,kHz,38,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_nathusii,CallMidFrequency,39.7,1.98,5,mean,free-flight,kHz,14,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_pipistrellus,CallMidFrequency,46.8,2.3,5,mean,leaving roost,kHz,60,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Pipistrellus_pygmaeus,CallMidFrequency,54.9,2.14,4,mean,leaving roost,kHz,59,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Nyctalus_leisleri,CallMidFrequency,29.8,4.07,14,mean,leaving roost,kHz,36,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Nyctalus_noctula,CallMidFrequency,20.9,2.7,13,mean,leaving roost,kHz,26,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Eptesicus_serotinus,CallMidFrequency,36,3.41,9,mean,leaving roost,kHz,55,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Barbastella_barbastellus,CallMidFrequency,38.4,NA,NA,mean,leaving roost,kHz,1,call,UnitedKingdom,Vaughan et al. (1997),"Vaughan, N., Jones, G. & Harris, S. (1997) Identification of British bat species by multivariate analysis of echolocation call parameters. Bioacoustics, 7, 189-207.",NA,NA,NA
Barbastella_barbastellus,CallDuration,2.5,0.6,24,mean,leaving roost,ms,21,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",call_type_1,NA,NA
Barbastella_barbastellus,CallDuration,3.76,0.76,20,mean,leaving roost,ms,12,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",call_type_2,NA,NA
Eptesicus_serotinus,CallDuration,6.71,2.17,32,mean,leaving roost,ms,56,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Myotis_bechsteinii,CallDuration,2.16,0.4,19,mean,hand-release & leaving roost,ms,25,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Myotis_brandtii,CallDuration,3.84,0.78,20,mean,hand-release & leaving roost,ms,50,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Myotis_daubentonii,CallDuration,2.79,0.83,30,mean,hand-release & leaving roost,ms,24,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Myotis_mystacinus,CallDuration,2.36,0.55,23,mean,hand-release & leaving roost,ms,37,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Myotis_nattereri,CallDuration,3.35,1.72,51,mean,hand-release & leaving roost,ms,82,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Nyctalus_leisleri,CallDuration,7.6,2.41,32,mean,leaving roost,ms,80,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Nyctalus_noctula,CallDuration,11.53,2.82,24,mean,free-flight & leaving roost,ms,43,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",call_type_1,NA,NA
Nyctalus_noctula,CallDuration,13.09,2.61,20,mean,free-flight & leaving roost,ms,47,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",call_type_2,NA,NA
Pipistrellus_pipistrellus,CallDuration,4.78,1.14,24,mean,leaving roost,ms,36,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Pipistrellus_pygmaeus,CallDuration,5.53,0.88,16,mean,leaving roost,ms,96,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Plecotus_auritus,CallDuration,2.12,0.51,24,mean,hand-release & leaving roost,ms,32,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Rhinolophus_ferrumequinum,CallDuration,51.5,12.54,24,mean,leaving roost,ms,24,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Rhinolophus_hipposideros,CallDuration,41.7,8.5,20,mean,leaving roost,ms,33,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Barbastella_barbastellus,CallStartFrequency,37.98,4.72,12,mean,leaving roost,kHz,21,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",call_type_1,NA,NA
Barbastella_barbastellus,CallStartFrequency,45.54,2.6,6,mean,leaving roost,kHz,12,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",call_type_2,NA,NA
Eptesicus_serotinus,CallStartFrequency,61.54,7.11,12,mean,leaving roost,kHz,56,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Myotis_bechsteinii,CallStartFrequency,111.96,15.2,14,mean,hand-release & leaving roost,kHz,25,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
Myotis_brandtii,CallStartFrequency,101.05,8.56,8,mean,hand-release & leaving roost,kHz,50,call,UnitedKingdom,Parsons & Jones (2000),"Parsons, S. & Jones, G. (2000) Acoustic identification of twelve species of echolocating bat by discriminant function analysis and artificial neural networks. Journal of experimental biology, 203, 2641-2656.",NA,NA,NA
