,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,coordinateX-WGS84,coordinateY-WGS84,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
120,Myotis_emarginatus,MeanNightlyDistance,4966.67,1348.58,0.27,Mean,NA&HomingIn,m,6,individual,1,roost,Spain,NA,NA,Goiti et al. (2011),"Goiti, U., Aihartza, J., Guiu, M., Salsamendi, E., Almenar, D., Napal, M., & Garin, I. (2011). Geoffroy's bat, Myotis emarginatus, preys preferentially on spiders in multistratified dense habitats: a study of foraging bats in the Mediterranean. Journal of Vertebrate Biology, 60(1), 17-24.",Sex_Female,Age_Adult/Subadult,NA
121,Eptesicus_nilssonii,HomeRange,510.22,434.78,0.85,Mean,MCP100&HomingIn,ha,13,individual,1,roost,Germany,NA,NA,Haupt & Schmidt (2007),"Haupt, M., & Schmidt, S. (2007). Small scale activity patterns of Eptesicus nilssonii–an indication of habitat preference or interspecific processes?. Acta Chiropterologica, 9(2), 503-516.",Sex_Mixed,Age_NA,NA
122,Barbastella_barbastellus,HomeRange,913.08,857.61,0.94,Mean,Kernel95&Triangulation,ha,12,individual,1,roost,Germany,49.915988,7.220712,Hillen et al. (2009),"Hillen, J., Kiefer, A., & Veith, M. (2009). Foraging site fidelity shapes the spatial organisation of a population of female western barbastelle bats. Biological Conservation, 142(4), 817-823.",Sex_Female,Age_Adult/Subadult,NA
123,Barbastella_barbastellus,HomeRange,389.4,329.56,0.85,Mean,Kernel95&Triangulation,ha,5,individual,NA,roost,Germany,NA,NA,Hillen et al. (2011),"Hillen, J., Kaster, T., Pahle, J., Kiefer, A., Elle, O., Griebeler, E. M., & Veith, M. (2011, June). Sex-specific habitat selection in an edge habitat specialist, the western barbastelle bat. In Annales Zoologici Fennici (Vol. 48, No. 3, pp. 180-190). Finnish Zoological and Botanical Publishing Board.",Sex_Male,Age_Adult/Subadult,NA
124,Barbastella_barbastellus,HomeRange,387.25,342.93,0.89,Mean,Kernel95&Triangulation,ha,4,individual,14,roost,Germany,NA,NA,Hillen et al. (2013),"Hillen, J., & Veith, M. (2013). Resource partitioning in three syntopic forest-dwelling European bat species (Chiroptera: Vespertilionidae). mammalia, 77(1), 71-80.",Sex_Mixed,Age_Adult/Subadult,NA
125,Myotis_bechsteinii,HomeRange,128.57,59.19,0.46,Mean,Kernel95&Triangulation,ha,7,individual,22,roost,Germany,NA,NA,Hillen et al. (2013),"Hillen, J., & Veith, M. (2013). Resource partitioning in three syntopic forest-dwelling European bat species (Chiroptera: Vespertilionidae). mammalia, 77(1), 71-80.",Sex_Mixed,Age_Adult/Subadult,NA
126,Plecotus_auritus,HomeRange,371,160.06,0.43,Mean,Kernel95&Triangulation,ha,4,individual,18,roost,Germany,NA,NA,Hillen et al. (2013),"Hillen, J., & Veith, M. (2013). Resource partitioning in three syntopic forest-dwelling European bat species (Chiroptera: Vespertilionidae). mammalia, 77(1), 71-80.",Sex_Mixed,Age_Adult/Subadult,NA
127,Myotis_daubentonii,MeanNightlyDistance,2400,1000,0.42,Mean,NA&HomingIn,m,14,individual,1,roost,Belgium,50.8,4.4,Kapfer et al. (2008),"Kapfer, G., Rigot, T., Holsbeek, L., & Aron, S. (2008). Roost and hunting site fidelity of female and juvenile Daubenton’s bat Myotis daubentonii (Kuhl, 1817)(Chiroptera: Vespertilionidae). Mammalian Biology, 73(4), 267-275.",Sex_Mixed,Age_Mixed,NA
128,Myotis_bechsteinii,HomeRange,9.56,6.26,0.65,Mean,MCP95&Triangulation,ha,30,individual,NA,roost,Germany,NA,NA,Kerth & Melber (2009),"Kerth, G., & Melber, M. (2009). Species-specific barrier effects of a motorway on the habitat use of two threatened forest-living bat species. Biological Conservation, 142(2), 270-279.",Sex_Female,Age_Adult/Subadult,NA
129,Barbastella_barbastellus,HomeRange,222.2,88.5,0.4,Mean,MCP100&HomingIn,ha,6,individual,NA,roost,Germany,NA,NA,Kerth & Melber (2009),"Kerth, G., & Melber, M. (2009). Species-specific barrier effects of a motorway on the habitat use of two threatened forest-living bat species. Biological Conservation, 142(2), 270-279.",Sex_Female,Age_Adult/Subadult,NA
130,Myotis_bechsteinii,HomeRange,26.51,26.3,0.99,Mean,Kernel90&Triangulation,ha,30,individual,NA,roost,Germany,NA,NA,Kerth & Melber (2009),"Kerth, G., & Melber, M. (2009). Species-specific barrier effects of a motorway on the habitat use of two threatened forest-living bat species. Biological Conservation, 142(2), 270-279.",Sex_Female,Age_Adult/Subadult,NA
131,Barbastella_barbastellus,HomeRange,108.6,52.7,0.49,Mean,Kernel90&HomingIn,ha,6,individual,NA,roost,Germany,NA,NA,Kerth & Melber (2009),"Kerth, G., & Melber, M. (2009). Species-specific barrier effects of a motorway on the habitat use of two threatened forest-living bat species. Biological Conservation, 142(2), 270-279.",Sex_Female,Age_Adult/Subadult,NA
132,Myotis_bechsteinii,HomeRange,21.8,8.2,0.38,Mean,MCP100&Triangulation,ha,10,individual,1,roost,Germany,49.750102,9.886633,Kerth et al. (2001),"Kerth, G., Wagner, M., & König, B. (2001). Roosting together, foraging apart: information transfer about food is unlikely to explain sociality in female Bechstein's bats (Myotis bechsteinii). Behavioral Ecology and Sociobiology, 50(3), 283-291.",Sex_Female,Age_Adult/Subadult,NA
133,Myotis_bechsteinii,MaxNightlyDistance,249,307.3,1.23,Mean,NA&Triangulation,m,10,individual,1,roost,Germany,49.750102,9.886633,Kerth et al. (2001),"Kerth, G., Wagner, M., & König, B. (2001). Roosting together, foraging apart: information transfer about food is unlikely to explain sociality in female Bechstein's bats (Myotis bechsteinii). Behavioral Ecology and Sociobiology, 50(3), 283-291.",Sex_Female,Age_Adult/Subadult,NA
134,Myotis_bechsteinii,MeanNightlyDistance,147.1,159.37,1.08,Mean,NA&Triangulation,m,10,individual,1,roost,Germany,49.750102,9.886633,Kerth et al. (2001),"Kerth, G., Wagner, M., & König, B. (2001). Roosting together, foraging apart: information transfer about food is unlikely to explain sociality in female Bechstein's bats (Myotis bechsteinii). Behavioral Ecology and Sociobiology, 50(3), 283-291.",Sex_Female,Age_Adult/Subadult,NA
135,Pipistrellus_pygmaeus,HomeRange,973.64,1017.57,1.05,Mean,MCP95&HomingIn,ha,11,individual,NA,roost,UnitedKingdom,NA,NA,Kirkpatrick et al. (2018),"Kirkpatrick, L., Graham, J., McGregor, S., Munro, L., Scoarize, M., & Park, K. (2018). Flexible foraging strategies in Pipistrellus pygmaeus in response to abundant but ephemeral prey. PloS one, 13(10), e0204511.",Sex_Female,Age_Mixed,NA
136,Pipistrellus_pygmaeus,HomeRange,620.27,385.79,0.62,Mean,Kernel80&HomingIn,ha,11,individual,NA,roost,UnitedKingdom,NA,NA,Kirkpatrick et al. (2018),"Kirkpatrick, L., Graham, J., McGregor, S., Munro, L., Scoarize, M., & Park, K. (2018). Flexible foraging strategies in Pipistrellus pygmaeus in response to abundant but ephemeral prey. PloS one, 13(10), e0204511.",Sex_Female,Age_Mixed,NA
137,Rhinolophus_hipposideros,HomeRange,189.5,167.28,0.88,Mean,MCP100&HomingIn/biangulation,ha,36,individual,1,roost,UnitedKingdom,51.316667,-2.766667,Knight (2006),"Knight, T. (2006). The use of landscape features and habitats by the lesser horseshoe bat (Rhinolophus hipposideros) (Doctoral dissertation, University of Bristol).",Sex_Mixed,Age_Mixed,NA
138,Rhinolophus_hipposideros,HomeRange,133.33,98.03,0.74,Mean,MCP100&HomingIn/biangulation,ha,9,individual,1,roost,UnitedKingdom,51.716667,-2.666667,Knight (2006),"Knight, T. (2006). The use of landscape features and habitats by the lesser horseshoe bat (Rhinolophus hipposideros) (Doctoral dissertation, University of Bristol).",Sex_Female,Age_Adult/Subadult,NA
139,Rhinolophus_hipposideros,HomeRange,130.33,77.87,0.6,Mean,MCP100&HomingIn/biangulation,ha,9,individual,1,roost,UnitedKingdom,51.883333,-3.1,Knight (2006),"Knight, T. (2006). The use of landscape features and habitats by the lesser horseshoe bat (Rhinolophus hipposideros) (Doctoral dissertation, University of Bristol).",Sex_Female,Age_Adult/Subadult,NA
140,Rhinolophus_hipposideros,MaxNightlyDistance,1966.67,600,0.31,Mean,NA&HomingIn/biangulation,m,9,individual,1,roost,UnitedKingdom,51.716667,-2.666667,Knight (2006),"Knight, T. (2006). The use of landscape features and habitats by the lesser horseshoe bat (Rhinolophus hipposideros) (Doctoral dissertation, University of Bristol).",Sex_Female,Age_Adult/Subadult,NA
141,Rhinolophus_hipposideros,MaxNightlyDistance,1966.67,733.33,0.37,Mean,NA&HomingIn/biangulation,m,9,individual,1,roost,UnitedKingdom,51.883333,-3.1,Knight (2006),"Knight, T. (2006). The use of landscape features and habitats by the lesser horseshoe bat (Rhinolophus hipposideros) (Doctoral dissertation, University of Bristol).",Sex_Female,Age_Adult/Subadult,NA
142,Rhinolophus_hipposideros,MaxNightlyDistance,1950,1200,0.62,Mean,NA&HomingIn/biangulation,m,36,individual,1,roost,UnitedKingdom,51.316667,-2.766667,Knight (2006),"Knight, T. (2006). The use of landscape features and habitats by the lesser horseshoe bat (Rhinolophus hipposideros) (Doctoral dissertation, University of Bristol).",Sex_Mixed,Age_Mixed,NA
143,Nyctalus_noctula,MeanNightlyDistance,1347,606,0.45,Mean,NA&Visual,m,32,individual,1,roost,Germany,48.099091,11.928224,Kronwitter (1988),"Kronwitter, F. (1988). Population structure, habitat use and activity patterns of the noctule bat, Nyctalus noctula Schreb., 1774 (Chiroptera: Vespertilionidae) revealed by radio-tracking.",Sex_Mixed,Age_NA,NA
144,Myotis_bechsteinii,HomeRange,74.68,191.15,2.56,Mean,MCP100&HomingIn/Triangulation/Biangulation,ha,12,individual,1,roost,France,49.026333,7.490861,Legrand (2012),"Legrand, S. (2012). Étude des terrains de chasse du Vespertilion de Bechstein (Myotis bechsteinii) par radiopistage dans les Vosges du Nord (Doctoral dissertation, Université de Lorraine).",Sex_Mixed,Age_Mixed,NA
145,Myotis_bechsteinii,HomeRange,5.78,15.57,2.69,Mean,Kernel95&HomingIn/Triangulation/Biangulation,ha,12,individual,1,roost,France,49.026333,7.490861,Legrand (2012),"Legrand, S. (2012). Étude des terrains de chasse du Vespertilion de Bechstein (Myotis bechsteinii) par radiopistage dans les Vosges du Nord (Doctoral dissertation, Université de Lorraine).",Sex_Mixed,Age_Mixed,NA
146,Myotis_bechsteinii,MaxNightlyDistance,892.33,1307.46,1.47,Mean,NA&HomingIn/Triangulation/Biangulation,m,12,individual,1,roost,France,49.026333,7.490861,Legrand (2012),"Legrand, S. (2012). Étude des terrains de chasse du Vespertilion de Bechstein (Myotis bechsteinii) par radiopistage dans les Vosges du Nord (Doctoral dissertation, Université de Lorraine).",Sex_Mixed,Age_Mixed,NA
147,Myotis_bechsteinii,MeanNightlyDistance,265,198.54,0.75,Mean,NA&HomingIn/Triangulation/Biangulation,m,12,individual,1,roost,France,49.026333,7.490861,Legrand (2012),"Legrand, S. (2012). Étude des terrains de chasse du Vespertilion de Bechstein (Myotis bechsteinii) par radiopistage dans les Vosges du Nord (Doctoral dissertation, Université de Lorraine).",Sex_Mixed,Age_Mixed,NA
148,Rhinolophus_euryale,HomeRange,2615.29,3775.72,1.44,Mean,MCP100&HomingIn/triangulation,ha,17,individual,1,roost,France,43.096861,-1.135667,LeMoal (2007),Le Moal T (2007) Le Rhinolophe euryale dans les montagnes de Saint-Jean-pied-de-port - Site de Mikelauenzilo (PSIC : montagne de st-jean-pied-de-port - fr7200754) - Caractérisation des terrains de chasse de l’espèce et perspectives de conservation,Sex_Female,Age_Adult/Subadult,NA
149,Rhinolophus_euryale,MaxNightlyDistance,4834.55,3855.57,0.8,Mean,NA&HomingIn/triangulation,m,11,individual,1,roost,France,43.096861,-1.135667,LeMoal (2007),Le Moal T (2007) Le Rhinolophe euryale dans les montagnes de Saint-Jean-pied-de-port - Site de Mikelauenzilo (PSIC : montagne de st-jean-pied-de-port - fr7200754) - Caractérisation des terrains de chasse de l’espèce et perspectives de conservation,Sex_Female,Age_Adult/Subadult,NA
150,Rhinolophus_euryale,MeanNightlyDistance,3224.55,1853.56,0.57,Mean,NA&HomingIn/triangulation,m,11,individual,1,roost,France,43.096861,-1.135667,LeMoal (2007),Le Moal T (2007) Le Rhinolophe euryale dans les montagnes de Saint-Jean-pied-de-port - Site de Mikelauenzilo (PSIC : montagne de st-jean-pied-de-port - fr7200754) - Caractérisation des terrains de chasse de l’espèce et perspectives de conservation,Sex_Female,Age_Adult/Subadult,NA
151,Myotis_nattereri,HomeRange,58.11,25.56,0.44,Mean,Kernel50&Triangulation,ha,16,individual,1,roost,Ireland,52.64,6.34,Lundy et al. (2012),"Lundy MG, Buckley DJ, Boston ESM, et al (2012) Behavioural context of multi-scale species distribution models assessed by radio-tracking. Basic Appl Ecol 13:188–195.",Sex_Female,Age_Adult/Subadult,NA
152,Myotis_nattereri,MaxNightlyDistance,1458.3,1156.66,0.79,Mean,NA&Triangulation,m,16,individual,1,roost,Ireland,52.64,6.34,Lundy et al. (2012),"Lundy MG, Buckley DJ, Boston ESM, et al (2012) Behavioural context of multi-scale species distribution models assessed by radio-tracking. Basic Appl Ecol 13:188–195.",Sex_Female,Age_Adult/Subadult,NA
153,Nyctalus_noctula,MaxNightlyDistance,4260,NA,NA,Mean,NA&HomingIn,m,20,individual,1,roost,UnitedKingdom,51.186175,-3.582981,Mackie & Racey (2007),"Mackie LJ, Racey PA (2007) Habitat use varies with reproductive state in noctule bats (Nyctalus noctula): Implications for conservation. Biol Conserv 140:70–77.",Sex_Female,Age_Adult/Subadult,NA
154,Tadarida_teniotis,HomeRange,102,NA,NA,Mean,Kernel80&Triangulation,ha,11,individual,1,roost,Portugal,38.491274,-8.902952,Marques et al. (2004),"Marques JT, Rainho A, Carapuço M, et al (2004) Foraging behaviour and habitat use by the European free tailed bat Tadarida teniotis. Acta Chiropterologica 6:99–110.",Sex_Mixed,Age_NA,NA
155,Pipistrellus_kuhlii,HomeRange,1080,791.96,0.73,Mean,Kernel95&HomingIn/biangulation,ha,10,individual,1,roost,Slovakia,48.75,21.91,Maxinova et al. (2016),"Maxinová E, Kipson M, Naďo L, et al (2016) Foraging Strategy of Kuhl’s Pipistrelle at the Northern Edge of the Species Distribution. Acta Chiropterologica 18:215–222.",Sex_Mixed,Age_NA,NA
156,Pipistrellus_kuhlii,MaxNightlyDistance,3695,675.99,0.18,Mean,NA&HomingIn/biangulation,m,10,individual,1,roost,Slovakia,48.75,21.91,Maxinova et al. (2016),"Maxinová E, Kipson M, Naďo L, et al (2016) Foraging Strategy of Kuhl’s Pipistrelle at the Northern Edge of the Species Distribution. Acta Chiropterologica 18:215–222.",Sex_Mixed,Age_NA,NA
157,Myotis_bechsteinii,HomeRange,9.4,9,0.96,Mean,Kernel90&Triangulation,ha,22,individual,1,roost,Germany,49.742285,9.856989,Melber et al. (2013),"Melber M, Fleischmann D, Kerth G (2013) Female Bechstein’s Bats Share Foraging Sites with Maternal Kin but do not Forage Together with them - Results from a Long-Term Study. ETHOLOGY 119:793–801.",Sex_Female,Age_Adult/Subadult,NA
158,Myotis_nattereri,HomeRange,72.35,53.96,0.75,Mean,MCP100&HomingIn,ha,9,individual,1,roost,UnitedKingdom,56.434806,-2.812444,Mortimer (2006),"Mortimer G (2006) Foraging, roosting and survival of natterer’s bats, Myotis nattereri, in a commercial coniferous plantation. University of St Andrews.",Sex_Female,Age_Adult/Subadult,NA
159,Myotis_nattereri,HomeRange,26.74,28.31,1.06,Mean,MCP100&HomingIn,ha,11,individual,1,roost,UnitedKingdom,56.424694,-2.851778,Mortimer (2006),"Mortimer G (2006) Foraging, roosting and survival of natterer’s bats, Myotis nattereri, in a commercial coniferous plantation. University of St Andrews.",Sex_Female,Age_Adult/Subadult,NA
160,Myotis_nattereri,HomeRange,8.45,9.14,1.08,Mean,Kernel85&HomingIn,ha,11,individual,1,roost,UnitedKingdom,56.424694,-2.851778,Mortimer (2006),"Mortimer G (2006) Foraging, roosting and survival of natterer’s bats, Myotis nattereri, in a commercial coniferous plantation. University of St Andrews.",Sex_Female,Age_Adult/Subadult,NA
161,Myotis_nattereri,HomeRange,24.42,21.98,0.9,Mean,Kernel85&HomingIn,ha,9,individual,1,roost,UnitedKingdom,56.434806,-2.812444,Mortimer (2006),"Mortimer G (2006) Foraging, roosting and survival of natterer’s bats, Myotis nattereri, in a commercial coniferous plantation. University of St Andrews.",Sex_Female,Age_Adult/Subadult,NA
162,Plecotus_auritus,HomeRange,7.1,3.8,0.54,Mean,MCP95&Triangulation,ha,37,individual,NA,roost,UnitedKingdom,NA,NA,Murphy et al. (2012),"Murphy SE, Greenaway F, Hill DA (2012) Patterns of habitat use by female brown long-eared bats presage negative impacts of woodland conservation management. J Zool 288:177–183.",Sex_Female,Age_Adult/Subadult,NA
163,Plecotus_auritus,HomeRange,4.4,2.3,0.52,Mean,Kernel95&Triangulation,ha,37,individual,NA,roost,UnitedKingdom,NA,NA,Murphy et al. (2012),"Murphy SE, Greenaway F, Hill DA (2012) Patterns of habitat use by female brown long-eared bats presage negative impacts of woodland conservation management. J Zool 288:177–183.",Sex_Female,Age_Adult/Subadult,NA
164,Myotis_bechsteinii,HomeRange,7.69,7.35,0.96,Mean,Kernel95&HomingIn,ha,20,individual,NA,roost,Spain,NA,NA,Napal et al. (2010),"Napal M, Garin I, Goiti U, et al (2010) Habitat selection by Myotis bechsteinii in the southwestern Iberian Peninsula. Ann Zool Fennici 47:239–250.",Sex_Female,Age_Adult/Subadult,NA
165,Myotis_bechsteinii,MaxNightlyDistance,539,197,0.37,Mean,NA&HomingIn,m,20,individual,NA,roost,Spain,NA,NA,Napal et al. (2010),"Napal M, Garin I, Goiti U, et al (2010) Habitat selection by Myotis bechsteinii in the southwestern Iberian Peninsula. Ann Zool Fennici 47:239–250.",Sex_Female,Age_Adult/Subadult,NA
166,Myotis_bechsteinii,MeanNightlyDistance,383,211,0.55,Mean,NA&HomingIn,m,20,individual,NA,roost,Spain,NA,NA,Napal et al. (2010),"Napal M, Garin I, Goiti U, et al (2010) Habitat selection by Myotis bechsteinii in the southwestern Iberian Peninsula. Ann Zool Fennici 47:239–250.",Sex_Female,Age_Adult/Subadult,NA
167,Myotis_bechsteinii,HomeRange,24.8,27.86,1.12,Mean,Kernel95&HomingIn,ha,28,individual,1,roost,Spain,42.88,-2.16,Napal et al. (2013),"Napal M, Garin I, Goiti U, et al (2013) Past deforestation of Mediterranean Europe explains the present distribution of the strict forest dweller Myotis bechsteinii. For Ecol Manage 293:161–170.",Sex_Female,Age_Adult/Subadult,NA
168,Myotis_bechsteinii,MaxNightlyDistance,833,603.8,0.72,Mean,NA&HomingIn,m,28,individual,1,roost,Spain,42.88,-2.16,Napal et al. (2013),"Napal M, Garin I, Goiti U, et al (2013) Past deforestation of Mediterranean Europe explains the present distribution of the strict forest dweller Myotis bechsteinii. For Ecol Manage 293:161–170.",Sex_Female,Age_Adult/Subadult,NA
169,Myotis_bechsteinii,MeanNightlyDistance,509,316.3,0.62,Mean,NA&HomingIn,m,28,individual,1,roost,Spain,42.88,-2.16,Napal et al. (2013),"Napal M, Garin I, Goiti U, et al (2013) Past deforestation of Mediterranean Europe explains the present distribution of the strict forest dweller Myotis bechsteinii. For Ecol Manage 293:161–170.",Sex_Female,Age_Adult/Subadult,NA
170,Myotis_daubentonii,MaxNightlyDistance,6813.04,3291.3,0.48,Mean,NA&HomingIn,m,23,individual,1,roost,Italy,41.7576,13.9613,Nardone et al. (2015),"Nardone V, Cistrone L, Di Salvo I, et al (2015) How to be a male at different elevations: Ecology of intra-sexual segregation in the trawling bat Myotis daubentonii. PLoS One 10:1–15.",Sex_Male,Age_Adult/Subadult,NA
171,Pipistrellus_pygmaeus,HomeRange,59.1,48.8,0.83,Mean,MCP100&HomingIn,ha,12,individual,1,roost,UnitedKingdom,57.246242,-2.45864,Nicholls & Racey (2006),"Nicholls B, Racey PA (2006) Contrasting home-range size and spatial partitioning in cryptic and sympatric pipistrelle bats. Behav Ecol Sociobiol 61:131–142.",Sex_Female,Age_Adult/Subadult,NA
172,Pipistrellus_pygmaeus,HomeRange,9,9,1,Mean,Kernel75&HomingIn,ha,12,individual,1,roost,UnitedKingdom,57.246242,-2.45864,Nicholls & Racey (2006),"Nicholls B, Racey PA (2006) Contrasting home-range size and spatial partitioning in cryptic and sympatric pipistrelle bats. Behav Ecol Sociobiol 61:131–142.",Sex_Female,Age_Adult/Subadult,NA
173,Pipistrellus_pygmaeus,MaxNightlyDistance,1322.25,585.85,0.44,Mean,NA&HomingIn,m,12,individual,1,roost,UnitedKingdom,57.246242,-2.45864,Nicholls & Racey (2006),"Nicholls B, Racey PA (2006) Contrasting home-range size and spatial partitioning in cryptic and sympatric pipistrelle bats. Behav Ecol Sociobiol 61:131–142.",Sex_Female,Age_Adult/Subadult,NA
174,Pipistrellus_pygmaeus,MeanNightlyDistance,690,180,0.26,Mean,NA&HomingIn,m,12,individual,1,roost,UnitedKingdom,57.246242,-2.45864,Nicholls & Racey (2006),"Nicholls B, Racey PA (2006) Contrasting home-range size and spatial partitioning in cryptic and sympatric pipistrelle bats. Behav Ecol Sociobiol 61:131–142.",Sex_Female,Age_Adult/Subadult,NA
175,Pipistrellus_pygmaeus,HomeRange,487,NA,NA,Cumulated,MCP100&HomingIn,ha,12,individual,1,roost,UnitedKingdom,57.246242,-2.45864,Nicholls & Racey (2006),"Nicholls B, Racey PA (2006) Contrasting home-range size and spatial partitioning in cryptic and sympatric pipistrelle bats. Behav Ecol Sociobiol 61:131–142.",Sex_Female,Age_Adult/Subadult,NA
176,Myotis_bechsteinii,HomeRange,112.69,177.48,1.57,Mean,MCP100&HomingIn/triangulation,ha,8,individual,1,roost,UnitedKingdom,52.198376,-2.040089,Palmer et al. (2013),"Palmer E, Pimley E, Sutton G, Birks J (2013) A study on the population size, foraging range and roosting ecology of Bechstein’s bats at Grafton Wood SSSI Worcestershir",Sex_Mixed,Age_Mixed,NA
177,Myotis_bechsteinii,HomeRange,22.94,35.22,1.54,Mean,Kernel90&HomingIn/triangulation,ha,8,individual,1,roost,UnitedKingdom,52.198376,-2.040089,Palmer et al. (2013),"Palmer E, Pimley E, Sutton G, Birks J (2013) A study on the population size, foraging range and roosting ecology of Bechstein’s bats at Grafton Wood SSSI Worcestershir",Sex_Mixed,Age_Mixed,NA
178,Myotis_bechsteinii,MaxNightlyDistance,1280.38,929.65,0.73,Mean,NA&HomingIn/triangulation,m,8,individual,1,roost,UnitedKingdom,52.198376,-2.040089,Palmer et al. (2013),"Palmer E, Pimley E, Sutton G, Birks J (2013) A study on the population size, foraging range and roosting ecology of Bechstein’s bats at Grafton Wood SSSI Worcestershir",Sex_Mixed,Age_Mixed,NA
179,Myotis_bechsteinii,MeanNightlyDistance,765.26,704.71,0.92,Mean,NA&HomingIn/triangulation,m,8,individual,1,roost,UnitedKingdom,52.198376,-2.040089,Palmer et al. (2013),"Palmer E, Pimley E, Sutton G, Birks J (2013) A study on the population size, foraging range and roosting ecology of Bechstein’s bats at Grafton Wood SSSI Worcestershir",Sex_Mixed,Age_Mixed,NA
180,Myotis_nattereri,HomeRange,280.54,198.92,0.71,Mean,MCP100&HomingIn/Estimation_signal_strength,ha,13,individual,1,roost,UnitedKingdom,51.41,-2.25,Parsons & Jones (2003),"Parsons KN, Jones G (2003) Dispersion and habitat use by Myotis daubentonii and Myotis nattereri during the swarming season: implications for conservation. Anim Conserv 6:283–290. ",Sex_Mixed,Age_Adult/Subadult,NA
181,Myotis_daubentonii,HomeRange,317,266,0.84,Mean,MCP100&HomingIn/Estimation_signal_strength,ha,4,individual,1,roost,UnitedKingdom,51.41,-2.25,Parsons & Jones (2003),"Parsons KN, Jones G (2003) Dispersion and habitat use by Myotis daubentonii and Myotis nattereri during the swarming season: implications for conservation. Anim Conserv 6:283–290. ",Sex_Mixed,Age_Adult/Subadult,NA
182,Myotis_nattereri,HomeRange,177.38,191.15,1.08,Mean,Kernel80&HomingIn/Estimation_signal_strength,ha,13,individual,1,roost,UnitedKingdom,51.41,-2.25,Parsons & Jones (2003),"Parsons KN, Jones G (2003) Dispersion and habitat use by Myotis daubentonii and Myotis nattereri during the swarming season: implications for conservation. Anim Conserv 6:283–290. ",Sex_Mixed,Age_Adult/Subadult,NA
183,Myotis_daubentonii,HomeRange,173,NA,NA,Mean,Kernel80&HomingIn/Estimation_signal_strength,ha,4,individual,1,roost,UnitedKingdom,51.41,-2.25,Parsons & Jones (2003),"Parsons KN, Jones G (2003) Dispersion and habitat use by Myotis daubentonii and Myotis nattereri during the swarming season: implications for conservation. Anim Conserv 6:283–290. ",Sex_Mixed,Age_Adult/Subadult,NA
184,Myotis_daubentonii,MeanNightlyDistance,18700,9400,0.5,Mean,NA&HomingIn/Estimation_signal_strength,m,4,individual,1,roost,UnitedKingdom,51.41,-2.25,Parsons & Jones (2003),"Parsons KN, Jones G (2003) Dispersion and habitat use by Myotis daubentonii and Myotis nattereri during the swarming season: implications for conservation. Anim Conserv 6:283–290. ",Sex_Mixed,Age_Adult/Subadult,NA
185,Myotis_nattereri,MeanNightlyDistance,11900,7900,0.66,Mean,NA&HomingIn/Estimation_signal_strength,m,21,individual,1,roost,UnitedKingdom,51.41,-2.25,Parsons & Jones (2003),"Parsons KN, Jones G (2003) Dispersion and habitat use by Myotis daubentonii and Myotis nattereri during the swarming season: implications for conservation. Anim Conserv 6:283–290. ",Sex_Mixed,Age_Adult/Subadult,NA
186,Plecotus_macrobullaris,HomeRange,1459.83,1518.65,1.04,Mean,Kernel95&Triangulation,ha,12,individual,1,roost,Italy,45.88,8.78,Preatoni et al. (2011),"Preatoni DG, Spada M, Wauters LA, et al (2011) Habitat use in the female Alpine long-eared bat (Plecotus macrobullaris): does breeding make the difference? Acta Chiropterologica 13:355–364.",Sex_Female,Age_Adult/Subadult,NA
187,Plecotus_macrobullaris,MaxNightlyDistance,7100,2265,0.32,Mean,NA&Triangulation,m,12,individual,1,roost,Italy,45.88,8.78,Preatoni et al. (2011),"Preatoni DG, Spada M, Wauters LA, et al (2011) Habitat use in the female Alpine long-eared bat (Plecotus macrobullaris): does breeding make the difference? Acta Chiropterologica 13:355–364.",Sex_Female,Age_Adult/Subadult,NA
188,Plecotus_macrobullaris,MeanNightlyDistance,1068,1563,1.46,Mean,NA&Triangulation,m,12,individual,1,roost,Italy,45.88,8.78,Preatoni et al. (2011),"Preatoni DG, Spada M, Wauters LA, et al (2011) Habitat use in the female Alpine long-eared bat (Plecotus macrobullaris): does breeding make the difference? Acta Chiropterologica 13:355–364.",Sex_Female,Age_Adult/Subadult,NA
189,Rhinolophus_ferrumequinum,HomeRange,478.5,109.6,0.23,Mean,MCP100&HomingIn/triangulation,ha,2,individual,1,roost,France,50.871528,1.932528,Prioul (2015),"Prioul Y (2015) Recherche et étude des territoires de chasse de colonies de Grand rhinolophe (Rhinolophus ferrumequinum, Schreber 1774) et de Murin à oreilles échancrées (Myotis emarginatus, Geoffroy 1806) dans le nord du Pas-de-Calais. Sci. l’environnement 31",Sex_Female,Age_Adult/Subadult,NA
190,Rhinolophus_ferrumequinum,HomeRange,314,NA,NA,Mean,Kernel95&HomingIn/triangulation,ha,2,individual,1,roost,France,50.871528,1.932528,Prioul (2015),"Prioul Y (2015) Recherche et étude des territoires de chasse de colonies de Grand rhinolophe (Rhinolophus ferrumequinum, Schreber 1774) et de Murin à oreilles échancrées (Myotis emarginatus, Geoffroy 1806) dans le nord du Pas-de-Calais. Sci. l’environnement 31",Sex_Female,Age_Adult/Subadult,NA
