,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
112,Myotis_bechsteinii,ThirdMainPreyItem,Coleoptera,NA,NA,NA,metabarcoding,NA,12,individual,NA,pellet,Germany,Roswag et al. (2018),"Roswag, A., Becker, N. I., & EncarnaÃ§Ã£o, J. A. (2018). Isotopic and dietary niches as indicators for resource partitioning in the gleaner bats Myotis bechsteinii, M. nattereri, and Plecotus auritus. Mammalian Biology, 89(1), 62-70.",NA,NA,NA
113,Myotis_bechsteinii,FirstMainPreyItem,Orthoptera,NA,NA,NA,metabarcoding,NA,33,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
114,Myotis_bechsteinii,SecondMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,33,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
115,Myotis_bechsteinii,ThirdMainPreyItem,Dermaptera,NA,NA,NA,metabarcoding,NA,33,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
116,Myotis_bechsteinii,FirstMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,12,individual,NA,pellet,Germany,Roswag et al. (2018),"Roswag, A., Becker, N. I., & EncarnaÃ§Ã£o, J. A. (2018). Isotopic and dietary niches as indicators for resource partitioning in the gleaner bats Myotis bechsteinii, M. nattereri, and Plecotus auritus. Mammalian Biology, 89(1), 62-70.",NA,NA,NA
117,Myotis_bechsteinii,SecondMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,12,individual,NA,pellet,Germany,Roswag et al. (2018),"Roswag, A., Becker, N. I., & EncarnaÃ§Ã£o, J. A. (2018). Isotopic and dietary niches as indicators for resource partitioning in the gleaner bats Myotis bechsteinii, M. nattereri, and Plecotus auritus. Mammalian Biology, 89(1), 62-70.",NA,NA,NA
118,Myotis_bechsteinii,ThirdMainPreyItem,Coleoptera,NA,NA,NA,metabarcoding,NA,12,individual,NA,pellet,Germany,Roswag et al. (2018),"Roswag, A., Becker, N. I., & EncarnaÃ§Ã£o, J. A. (2018). Isotopic and dietary niches as indicators for resource partitioning in the gleaner bats Myotis bechsteinii, M. nattereri, and Plecotus auritus. Mammalian Biology, 89(1), 62-70.",NA,NA,NA
119,Myotis_blythii,FirstMainPreyItem,Orthoptera,NA,NA,NA,morphological_analysis,NA,2,individual,NA,pellet,Switzerland,Arlettaz (1996),"Arlettaz, R. (1996). Feeding behaviour and foraging strategy of free-living mouse-eared bats, Myotis myotis and Myotis blythii. Animal behaviour, 51(1), 1-11.",NA,NA,NA
120,Myotis_blythii,SecondMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,2,individual,NA,pellet,Switzerland,Arlettaz (1996),"Arlettaz, R. (1996). Feeding behaviour and foraging strategy of free-living mouse-eared bats, Myotis myotis and Myotis blythii. Animal behaviour, 51(1), 1-11.",NA,NA,NA
121,Myotis_blythii,ThirdMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,2,individual,NA,pellet,Switzerland,Arlettaz (1996),"Arlettaz, R. (1996). Feeding behaviour and foraging strategy of free-living mouse-eared bats, Myotis myotis and Myotis blythii. Animal behaviour, 51(1), 1-11.",NA,NA,NA
122,Myotis_blythii,FirstMainPreyItem,Orthoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Switzerland,Arlettaz et al. (1997),"Arlettaz, R., Perrin, N., & Hausser, J. (1997). Trophic resource partitioning and competition between the two sibling bat species Myotis myotis and Myotis blythii. Journal of animal ecology, 897-911.",NA,NA,NA
123,Myotis_blythii,SecondMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Switzerland,Arlettaz et al. (1997),"Arlettaz, R., Perrin, N., & Hausser, J. (1997). Trophic resource partitioning and competition between the two sibling bat species Myotis myotis and Myotis blythii. Journal of animal ecology, 897-911.",NA,NA,NA
124,Myotis_blythii,ThirdMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Switzerland,Arlettaz et al. (1997),"Arlettaz, R., Perrin, N., & Hausser, J. (1997). Trophic resource partitioning and competition between the two sibling bat species Myotis myotis and Myotis blythii. Journal of animal ecology, 897-911.",NA,NA,NA
127,Myotis_brandtii,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
128,Myotis_brandtii,SecondMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
129,Myotis_brandtii,ThirdMainPreyItem,Arachnida,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
133,Myotis_capaccinii,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,51,individual,NA,pellet,Spain,Almenar et al. (2008),"Almenar, D., Aihartza, J., Goiti, U., Salsamendi, E., & Garin, I. (2008). Diet and prey selection in the trawling longâ€fingered bat. Journal of Zoology, 274(4), 340-348.",NA,NA,NA
134,Myotis_capaccinii,SecondMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,51,individual,NA,pellet,Spain,Almenar et al. (2008),"Almenar, D., Aihartza, J., Goiti, U., Salsamendi, E., & Garin, I. (2008). Diet and prey selection in the trawling longâ€fingered bat. Journal of Zoology, 274(4), 340-348.",NA,NA,NA
135,Myotis_capaccinii,ThirdMainPreyItem,Arachnida,NA,NA,NA,morphological_analysis,NA,51,individual,NA,pellet,Spain,Almenar et al. (2008),"Almenar, D., Aihartza, J., Goiti, U., Salsamendi, E., & Garin, I. (2008). Diet and prey selection in the trawling longâ€fingered bat. Journal of Zoology, 274(4), 340-348.",NA,NA,NA
137,Myotis_crypticus,FirstMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,90,individual,NA,pellet,Spain,Novellaâ€Fernandez et al. (2020),"Novellaâ€Fernandez, R., IbaÃ±ez, C., Juste, J., Clare, E.L., Doncaster, C.P. and Razgour, O., (2020). Trophic resource partitioning drives fineâ€scale coexistence in cryptic bat species.Â Ecology and Evolution, 10, 14122-14136.",NA,NA,NA
138,Myotis_crypticus,SecondMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,90,individual,NA,pellet,Spain,Novellaâ€Fernandez et al. (2020),"Novellaâ€Fernandez, R., IbaÃ±ez, C., Juste, J., Clare, E.L., Doncaster, C.P. and Razgour, O., (2020). Trophic resource partitioning drives fineâ€scale coexistence in cryptic bat species.Â Ecology and Evolution, 10, 14122-14136.",NA,NA,NA
139,Myotis_crypticus,ThirdMainPreyItem,Arachnida,NA,NA,NA,metabarcoding,NA,90,individual,NA,pellet,Spain,Novellaâ€Fernandez et al. (2020),"Novellaâ€Fernandez, R., IbaÃ±ez, C., Juste, J., Clare, E.L., Doncaster, C.P. and Razgour, O., (2020). Trophic resource partitioning drives fineâ€scale coexistence in cryptic bat species.Â Ecology and Evolution, 10, 14122-14136.",NA,NA,NA
140,Myotis_dasycneme,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,1725,pellet,Poland,Ciechanowski et al. (2012),"Ciechanowski, M., & Zapart, A. (2012). The diet of the pond bat Myotis dasycneme and its seasonal variation in a forested lakeland of northern Poland. Acta Chiropterologica, 14(1), 73-79.",NA,NA,NA
141,Myotis_dasycneme,SecondMainPreyItem,Trichoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,1725,pellet,Poland,Ciechanowski et al. (2012),"Ciechanowski, M., & Zapart, A. (2012). The diet of the pond bat Myotis dasycneme and its seasonal variation in a forested lakeland of northern Poland. Acta Chiropterologica, 14(1), 73-79.",NA,NA,NA
142,Myotis_dasycneme,ThirdMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,1725,pellet,Poland,Ciechanowski et al. (2012),"Ciechanowski, M., & Zapart, A. (2012). The diet of the pond bat Myotis dasycneme and its seasonal variation in a forested lakeland of northern Poland. Acta Chiropterologica, 14(1), 73-79.",NA,NA,NA
143,Myotis_dasycneme,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,84,individual,122,pellet,Germany,KrÃ¼ger et al. (2012),"KrÃ¼ger, F., Harms, I., Fichtner, A., Wolz, I., & Sommer, R. S. (2012). High trophic similarity in the sympatric North European trawling bat species Myotis daubentonii and Myotis dasycneme. Acta Chiropterologica, 14(2), 347-356.",NA,NA,NA
144,Myotis_dasycneme,SecondMainPreyItem,Trichoptera,NA,NA,NA,morphological_analysis,NA,84,individual,122,pellet,Germany,KrÃ¼ger et al. (2012),"KrÃ¼ger, F., Harms, I., Fichtner, A., Wolz, I., & Sommer, R. S. (2012). High trophic similarity in the sympatric North European trawling bat species Myotis daubentonii and Myotis dasycneme. Acta Chiropterologica, 14(2), 347-356.",NA,NA,NA
145,Myotis_dasycneme,ThirdMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,84,individual,122,pellet,Germany,KrÃ¼ger et al. (2012),"KrÃ¼ger, F., Harms, I., Fichtner, A., Wolz, I., & Sommer, R. S. (2012). High trophic similarity in the sympatric North European trawling bat species Myotis daubentonii and Myotis dasycneme. Acta Chiropterologica, 14(2), 347-356.",NA,NA,NA
146,Myotis_daubentonii,FirstMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,43,individual,NA,pellet,Finland,Vesterinen et al. (2013),"Vesterinen EJ, Lilley T, Laine VN, Wahlberg N (2013) Next Generation Sequencing of Fecal DNA Reveals the Dietary Diversity of the Widespread Insectivorous Predator Daubentonâ€™s Bat (Myotis daubentonii) in Southwestern Finland. PLoS ONE 8(11): e82168.Â ",NA,NA,NA
147,Myotis_daubentonii,SecondMainPreyItem,Trichoptera,NA,NA,NA,metabarcoding,NA,43,individual,NA,pellet,Finland,Vesterinen et al. (2013),"Vesterinen EJ, Lilley T, Laine VN, Wahlberg N (2013) Next Generation Sequencing of Fecal DNA Reveals the Dietary Diversity of the Widespread Insectivorous Predator Daubentonâ€™s Bat (Myotis daubentonii) in Southwestern Finland. PLoS ONE 8(11): e82168.Â ",NA,NA,NA
148,Myotis_daubentonii,ThirdMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,43,individual,NA,pellet,Finland,Vesterinen et al. (2013),"Vesterinen EJ, Lilley T, Laine VN, Wahlberg N (2013) Next Generation Sequencing of Fecal DNA Reveals the Dietary Diversity of the Widespread Insectivorous Predator Daubentonâ€™s Bat (Myotis daubentonii) in Southwestern Finland. PLoS ONE 8(11): e82168.Â ",NA,NA,NA
149,Myotis_daubentonii,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,306,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
150,Myotis_daubentonii,SecondMainPreyItem,Hemiptera,NA,NA,NA,morphological_analysis,NA,NA,individual,306,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
151,Myotis_daubentonii,ThirdMainPreyItem,Neuroptera,NA,NA,NA,morphological_analysis,NA,NA,individual,306,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
152,Myotis_daubentonii,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,40,pellet,Ireland,Flavin et al. (2001),"Flavin, D. A., Biggane, S. S., Shiel, C. B., Smiddy, P., & Fairley, J. S. (2001). Analysis of the diet of Daubentonâ€™s batMyotis daubentonii in Ireland. Acta Theriologica, 46(1), 43-52.",NA,NA,NA
153,Myotis_daubentonii,SecondMainPreyItem,Trichoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,40,pellet,Ireland,Flavin et al. (2001),"Flavin, D. A., Biggane, S. S., Shiel, C. B., Smiddy, P., & Fairley, J. S. (2001). Analysis of the diet of Daubentonâ€™s batMyotis daubentonii in Ireland. Acta Theriologica, 46(1), 43-52.",NA,NA,NA
154,Myotis_daubentonii,FirstMainPreyItem,Hemiptera,NA,NA,NA,metabarcoding,NA,29,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
155,Myotis_daubentonii,SecondMainPreyItem,Orthoptera,NA,NA,NA,metabarcoding,NA,29,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
156,Myotis_daubentonii,ThirdMainPreyItem,Ephemeroptera,NA,NA,NA,metabarcoding,NA,29,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
157,Myotis_daubentonii,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,122,individual,NA,pellet,Germany,KrÃ¼ger et al. (2012),"KrÃ¼ger, F., Harms, I., Fichtner, A., Wolz, I., & Sommer, R. S. (2012). High trophic similarity in the sympatric North European trawling bat species Myotis daubentonii and Myotis dasycneme. Acta Chiropterologica, 14(2), 347-356.",NA,NA,NA
158,Myotis_daubentonii,SecondMainPreyItem,Trichoptera,NA,NA,NA,morphological_analysis,NA,122,individual,NA,pellet,Germany,KrÃ¼ger et al. (2012),"KrÃ¼ger, F., Harms, I., Fichtner, A., Wolz, I., & Sommer, R. S. (2012). High trophic similarity in the sympatric North European trawling bat species Myotis daubentonii and Myotis dasycneme. Acta Chiropterologica, 14(2), 347-356.",NA,NA,NA
159,Myotis_daubentonii,ThirdMainPreyItem,Nematocera,NA,NA,NA,morphological_analysis,NA,122,individual,NA,pellet,Germany,KrÃ¼ger et al. (2012),"KrÃ¼ger, F., Harms, I., Fichtner, A., Wolz, I., & Sommer, R. S. (2012). High trophic similarity in the sympatric North European trawling bat species Myotis daubentonii and Myotis dasycneme. Acta Chiropterologica, 14(2), 347-356.",NA,NA,NA
160,Myotis_emarginatus,FirstMainPreyItem,Ephemeroptera,NA,NA,NA,metabarcoding,NA,17,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
161,Myotis_emarginatus,SecondMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,17,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
162,Myotis_emarginatus,ThirdMainPreyItem,Coleoptera,NA,NA,NA,metabarcoding,NA,17,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
166,Myotis_escalerai,FirstMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,139,individual,NA,pellet,Spain,Novellaâ€Fernandez et al. (2020),"Novellaâ€Fernandez, R., IbaÃ±ez, C., Juste, J., Clare, E.L., Doncaster, C.P. and Razgour, O., (2020). Trophic resource partitioning drives fineâ€scale coexistence in cryptic bat species.Â Ecology and Evolution, 10, 14122-14136.",NA,NA,NA
167,Myotis_escalerai,SecondMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,139,individual,NA,pellet,Spain,Novellaâ€Fernandez et al. (2020),"Novellaâ€Fernandez, R., IbaÃ±ez, C., Juste, J., Clare, E.L., Doncaster, C.P. and Razgour, O., (2020). Trophic resource partitioning drives fineâ€scale coexistence in cryptic bat species.Â Ecology and Evolution, 10, 14122-14136.",NA,NA,NA
168,Myotis_myotis,FirstMainPreyItem,Coleoptera,NA,NA,NA,metabarcoding,NA,10,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
169,Myotis_myotis,SecondMainPreyItem,Isoptera,NA,NA,NA,metabarcoding,NA,10,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
173,Myotis_mystacinus,FirstMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,4,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
174,Myotis_mystacinus,SecondMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,4,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
178,Myotis_nattereri,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
179,Myotis_nattereri,SecondMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
180,Myotis_nattereri,ThirdMainPreyItem,Arachnida,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
181,Myotis_nattereri,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,3,individual,NA,pellet,Ireland,Shiel et al. (1991),"Shiel, C. B., McAney, C. M., & Fairley, J. S. (1991). Analysis of the diet of Natterer's bat Myotis nattereri and the common longâ€eared bat Plecotus auritus in the West of Ireland. Journal of Zoology, 223(2), 299-305.",NA,NA,NA
182,Myotis_nattereri,SecondMainPreyItem,Arachnida,NA,NA,NA,morphological_analysis,NA,3,individual,NA,pellet,Ireland,Shiel et al. (1991),"Shiel, C. B., McAney, C. M., & Fairley, J. S. (1991). Analysis of the diet of Natterer's bat Myotis nattereri and the common longâ€eared bat Plecotus auritus in the West of Ireland. Journal of Zoology, 223(2), 299-305.",NA,NA,NA
183,Myotis_nattereri,ThirdMainPreyItem,Trichoptera,NA,NA,NA,morphological_analysis,NA,3,individual,NA,pellet,Ireland,Shiel et al. (1991),"Shiel, C. B., McAney, C. M., & Fairley, J. S. (1991). Analysis of the diet of Natterer's bat Myotis nattereri and the common longâ€eared bat Plecotus auritus in the West of Ireland. Journal of Zoology, 223(2), 299-305.",NA,NA,NA
184,Myotis_nattereri,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,410,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
185,Myotis_nattereri,SecondMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,410,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
186,Myotis_nattereri,ThirdMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,410,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
190,Myotis_nattereri,FirstMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,12,individual,NA,pellet,Germany,Roswag et al. (2018),"Roswag, A., Becker, N. I., & EncarnaÃ§Ã£o, J. A. (2018). Isotopic and dietary niches as indicators for resource partitioning in the gleaner bats Myotis bechsteinii, M. nattereri, and Plecotus auritus. Mammalian Biology, 89(1), 62-70.",NA,NA,NA
191,Myotis_nattereri,SecondMainPreyItem,Dermaptera,NA,NA,NA,metabarcoding,NA,12,individual,NA,pellet,Germany,Roswag et al. (2018),"Roswag, A., Becker, N. I., & EncarnaÃ§Ã£o, J. A. (2018). Isotopic and dietary niches as indicators for resource partitioning in the gleaner bats Myotis bechsteinii, M. nattereri, and Plecotus auritus. Mammalian Biology, 89(1), 62-70.",NA,NA,NA
192,Myotis_nattereri,ThirdMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,12,individual,NA,pellet,Germany,Roswag et al. (2018),"Roswag, A., Becker, N. I., & EncarnaÃ§Ã£o, J. A. (2018). Isotopic and dietary niches as indicators for resource partitioning in the gleaner bats Myotis bechsteinii, M. nattereri, and Plecotus auritus. Mammalian Biology, 89(1), 62-70.",NA,NA,NA
193,Nyctalus_azoreum,FirstMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Azores,Leonardo (1999),"Leonardo, M.J.V. (1999). Alguns aspetos da biologia, ecologia e etologia de Nyctalus azoreum (Thomas, 1901). RelatÃ³rio de EstÃ¡gio da Licenciatura em Biologia Ramo Ambiental e EvoluÃ§Ã£o. Universidade dos AÃ§ores. Ponta Delgada, x+116 pp.",NA,NA,NA
194,Nyctalus_azoreum,SecondMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Azores,Leonardo (1999),"Leonardo, M.J.V. (1999). Alguns aspetos da biologia, ecologia e etologia de Nyctalus azoreum (Thomas, 1901). RelatÃ³rio de EstÃ¡gio da Licenciatura em Biologia Ramo Ambiental e EvoluÃ§Ã£o. Universidade dos AÃ§ores. Ponta Delgada, x+116 pp.",NA,NA,NA
195,Nyctalus_azoreum,ThirdMainPreyItem,Hymenoptera/Trichoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Azores,Leonardo (1999),"Leonardo, M.J.V. (1999). Alguns aspetos da biologia, ecologia e etologia de Nyctalus azoreum (Thomas, 1901). RelatÃ³rio de EstÃ¡gio da Licenciatura em Biologia Ramo Ambiental e EvoluÃ§Ã£o. Universidade dos AÃ§ores. Ponta Delgada, x+116 pp.",NA,NA,NA
196,Nyctalus_lasiopterus,FirstMainPreyItem,birds,NA,NA,NA,morphological_analysis,NA,59,individual,NA,pellet,Italy,Dondini & Vergari (2000),"Dondini, G. and Vergari, S., 2000. Carnivory in the greater noctule bat (Nyctalus lasiopterus) in Italy.Â Journal of Zoology,Â 251, 233-236.",NA,NA,NA
197,Nyctalus_lasiopterus,SecondMainPreyItem,Odonata,NA,NA,NA,morphological_analysis,NA,59,individual,NA,pellet,Italy,Dondini & Vergari (2000),"Dondini, G. and Vergari, S., 2000. Carnivory in the greater noctule bat (Nyctalus lasiopterus) in Italy.Â Journal of Zoology,Â 251, 233-236.",NA,NA,NA
198,Nyctalus_lasiopterus,ThirdMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,59,individual,NA,pellet,Italy,Dondini & Vergari (2000),"Dondini, G. and Vergari, S., 2000. Carnivory in the greater noctule bat (Nyctalus lasiopterus) in Italy.Â Journal of Zoology,Â 251, 233-236.",NA,NA,NA
199,Nyctalus_lasiopterus,FirstMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,11,individual,129,pellet,Russia,Smirnov (2013),"Smirnov, D. G., & Vekhnik, V. P. (2013). Trophic ecology and predation of the greater noctule bat (Nyctalus lasiopterus) in Russia. Biology Bulletin, 40(2), 206-212.",NA,NA,NA
200,Nyctalus_lasiopterus,SecondMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,11,individual,129,pellet,Russia,Smirnov (2013),"Smirnov, D. G., & Vekhnik, V. P. (2013). Trophic ecology and predation of the greater noctule bat (Nyctalus lasiopterus) in Russia. Biology Bulletin, 40(2), 206-212.",NA,NA,NA
201,Nyctalus_lasiopterus,ThirdMainPreyItem,Hemiptera,NA,NA,NA,morphological_analysis,NA,11,individual,129,pellet,Russia,Smirnov (2013),"Smirnov, D. G., & Vekhnik, V. P. (2013). Trophic ecology and predation of the greater noctule bat (Nyctalus lasiopterus) in Russia. Biology Bulletin, 40(2), 206-212.",NA,NA,NA
202,Nyctalus_leisleri,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,19,individual,NA,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
203,Nyctalus_leisleri,SecondMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,19,individual,NA,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
204,Nyctalus_leisleri,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
