verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
Myotis_myotis,BodyMass,25.9,2.37,9.15,mean,capture,g,61,individual,Germany,Unpublished data,Unpublished data,Data_provider:_Christian_Voigt-Dina_Dechmann-Tobias_Teige-Uwe_Hoffmeister-Andreas_Zahn,Adult,NA
Myotis_mystacinus,BodyMass,5.41,0.71,13.2,mean,capture,g,6,individual,Germany,Unpublished data,Unpublished data,Data_provider:_Christian_Voigt-Dina_Dechmann-Tobias_Teige-Uwe_Hoffmeister-Andreas_Zahn,Adult,NA
Myotis_nattereri,BodyMass,7.21,0.55,7.66,mean,capture,g,22,individual,Germany,Unpublished data,Unpublished data,Data_provider:_Christian_Voigt-Dina_Dechmann-Tobias_Teige-Uwe_Hoffmeister-Andreas_Zahn,Adult,NA
Pipistrellus_pipistrellus,BodyMass,4.93,0.6,12.1,mean,capture,g,53,individual,Germany,Unpublished data,Unpublished data,Data_provider:_Christian_Voigt-Dina_Dechmann-Tobias_Teige-Uwe_Hoffmeister-Andreas_Zahn,Adult,NA
Plecotus_auritus,BodyMass,7.65,0.83,10.86,mean,capture,mm,23,individual,Germany,Unpublished data,Unpublished data,Data_provider:_Christian_Voigt-Dina_Dechmann-Tobias_Teige-Uwe_Hoffmeister-Andreas_Zahn,Adult,NA
Hypsugo_savii,ForearmLength,33.33,1.23,3.69,mean,capture,mm,6,individual,Malta,Mifsud & Vella (2018),"Mifsud, C. M. & A. Vella. (2018). Acoustic characterization of bats from Malta: setting a baseline for monitoring and conservation of bat populations. Bioacoustics, 28(5): 427 â€“ 442",Data_provider:_Clare_Mifsud-Adriana_Vella,Adult,NA
Pipistrellus_kuhlii,ForearmLength,34.62,0.4,1.16,mean,capture,mm,5,individual,Malta,Mifsud & Vella (2018),"Mifsud, C. M. & A. Vella. (2018). Acoustic characterization of bats from Malta: setting a baseline for monitoring and conservation of bat populations. Bioacoustics, 28(5): 427 â€“ 442",Data_provider:_Clare_Mifsud-Adriana_Vella,Adult,NA
Pipistrellus_pipistrellus,ForearmLength,30.56,1.28,4.19,mean,capture,mm,5,individual,Malta,Mifsud & Vella (2018),"Mifsud, C. M. & A. Vella. (2018). Acoustic characterization of bats from Malta: setting a baseline for monitoring and conservation of bat populations. Bioacoustics, 28(5): 427 â€“ 442",Data_provider:_Clare_Mifsud-Adriana_Vella,Adult,NA
Plecotus_gaisleri,ForearmLength,38.84,3.43,8.83,mean,capture,mm,14,individual,Malta,Mifsud & Vella (2018),"Mifsud, C. M. & A. Vella. (2018). Acoustic characterization of bats from Malta: setting a baseline for monitoring and conservation of bat populations. Bioacoustics, 28(5): 427 â€“ 442",Data_provider:_Clare_Mifsud-Adriana_Vella,Adult,NA
Myotis_punicus,ForearmLength,59.83,1.97,3.29,mean,capture,mm,9,individual,Malta,Mifsud & Vella (2018),"Mifsud, C. M. & A. Vella. (2018). Acoustic characterization of bats from Malta: setting a baseline for monitoring and conservation of bat populations. Bioacoustics, 28(5): 427 â€“ 442",Data_provider:_Clare_Mifsud-Adriana_Vella,Adult,NA
Rhinolophus_hipposideros,ForearmLength,35.55,0.91,2.56,mean,capture,mm,20,individual,Malta,Mifsud & Vella (2018),"Mifsud, C. M. & A. Vella. (2018). Acoustic characterization of bats from Malta: setting a baseline for monitoring and conservation of bat populations. Bioacoustics, 28(5): 427 â€“ 442",Data_provider:_Clare_Mifsud-Adriana_Vella,Adult,NA
Hypsugo_savii,BodyMass,7.58,0.66,8.71,mean,capture,g,6,individual,Malta,Mifsud & Vella (2018),"Mifsud, C. M. & A. Vella. (2018). Acoustic characterization of bats from Malta: setting a baseline for monitoring and conservation of bat populations. Bioacoustics, 28(5): 427 â€“ 442",Data_provider:_Clare_Mifsud-Adriana_Vella,Adult,NA
Pipistrellus_kuhlii,BodyMass,7.14,1.27,17.79,mean,capture,g,5,individual,Malta,Mifsud & Vella (2018),"Mifsud, C. M. & A. Vella. (2018). Acoustic characterization of bats from Malta: setting a baseline for monitoring and conservation of bat populations. Bioacoustics, 28(5): 427 â€“ 442",Data_provider:_Clare_Mifsud-Adriana_Vella,Adult,NA
Pipistrellus_pipistrellus,BodyMass,4.48,0.61,13.62,mean,capture,g,5,individual,Malta,Mifsud & Vella (2018),"Mifsud, C. M. & A. Vella. (2018). Acoustic characterization of bats from Malta: setting a baseline for monitoring and conservation of bat populations. Bioacoustics, 28(5): 427 â€“ 442",Data_provider:_Clare_Mifsud-Adriana_Vella,Adult,NA
Plecotus_gaisleri,BodyMass,7.49,0.91,12.15,mean,capture,g,14,individual,Malta,Mifsud & Vella (2018),"Mifsud, C. M. & A. Vella. (2018). Acoustic characterization of bats from Malta: setting a baseline for monitoring and conservation of bat populations. Bioacoustics, 28(5): 427 â€“ 442",Data_provider:_Clare_Mifsud-Adriana_Vella,Adult,NA
Myotis_punicus,BodyMass,23.11,2.1,9.09,mean,capture,g,9,individual,Malta,Mifsud & Vella (2018),"Mifsud, C. M. & A. Vella. (2018). Acoustic characterization of bats from Malta: setting a baseline for monitoring and conservation of bat populations. Bioacoustics, 28(5): 427 â€“ 442",Data_provider:_Clare_Mifsud-Adriana_Vella,Adult,NA
Rhinolophus_hipposideros,BodyMass,3.98,0.3,7.54,mean,capture,g,20,individual,Malta,Mifsud & Vella (2018),"Mifsud, C. M. & A. Vella. (2018). Acoustic characterization of bats from Malta: setting a baseline for monitoring and conservation of bat populations. Bioacoustics, 28(5): 427 â€“ 442",Data_provider:_Clare_Mifsud-Adriana_Vella,Adult,NA
Barbastella_barbastellus,ForearmLength,39.54,0.91,2.29,mean of means,capture,mm,1871,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Eptesicus_nilssonii,ForearmLength,40.09,0.62,1.54,mean of means,capture,mm,16,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Eptesicus_serotinus,ForearmLength,51.7,1.27,2.45,mean of means,capture,mm,259,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_alcathoe,ForearmLength,32.46,0.46,1.43,mean of means,capture,mm,28,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_bechsteinii,ForearmLength,43.25,1.14,2.63,mean of means,capture,mm,327,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_brandtii,ForearmLength,35.37,1.16,3.27,mean of means,capture,mm,491,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_dasycneme,ForearmLength,44.96,1.43,3.17,mean of means,capture,mm,14,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_daubentonii,ForearmLength,38.11,0.99,2.59,mean of means,capture,mm,1829,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_emarginatus,ForearmLength,38.29,1.1,2.86,mean of means,capture,mm,384,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_myotis,ForearmLength,60.9,1.3,2.13,mean of means,capture,mm,530,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_mystacinus,ForearmLength,33.46,1.24,3.69,mean of means,capture,mm,92,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_nattereri,ForearmLength,40.46,1.21,2.99,mean of means,capture,mm,1109,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Nyctalus_leisleri,ForearmLength,43.49,2.33,5.35,mean of means,capture,mm,39,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Nyctalus_noctula,ForearmLength,53.34,1.2,2.26,mean of means,capture,mm,1600,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Pipistrellus_nathusii,ForearmLength,33.83,1.24,3.67,mean of means,capture,mm,42,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Pipistrellus_pipistrellus,ForearmLength,31.63,0.76,2.42,mean of means,capture,mm,80,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Pipistrellus_pygmaeus,ForearmLength,30.23,0.76,2.51,mean of means,capture,mm,65,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Plecotus_auritus,ForearmLength,39.46,1.02,2.59,mean of means,capture,mm,2085,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Plecotus_austriacus,ForearmLength,40.36,0.88,2.18,mean of means,capture,mm,117,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Rhinolophus_hipposideros,ForearmLength,39.39,0.67,1.69,mean of means,capture,mm,55,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Vespertilio_murinus,ForearmLength,44.7,1.63,3.65,mean of means,capture,mm,366,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Barbastella_barbastellus,BodyMass,9.39,0.71,7.58,mean of means,capture,g,1217,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Eptesicus_nilssonii,BodyMass,11.77,1.49,12.67,mean of means,capture,g,11,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Eptesicus_serotinus,BodyMass,22.88,2.11,9.24,mean of means,capture,g,172,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_alcathoe,BodyMass,4.46,0.4,8.87,mean of means,capture,g,29,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_bechsteinii,BodyMass,10.26,1.15,11.2,mean of means,capture,g,186,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_brandtii,BodyMass,6.4,0.79,12.29,mean of means,capture,g,392,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_dasycneme,BodyMass,15.7,NA,0,mean of means,capture,g,2,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_daubentonii,BodyMass,8.8,0.94,10.66,mean of means,capture,g,964,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_emarginatus,BodyMass,7.82,0.67,8.6,mean of means,capture,g,295,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_myotis,BodyMass,27.28,2.15,7.87,mean of means,capture,g,231,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_mystacinus,BodyMass,4.89,0.53,10.86,mean of means,capture,g,64,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Myotis_nattereri,BodyMass,8.05,0.78,9.74,mean of means,capture,g,676,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Nyctalus_leisleri,BodyMass,15.98,3.87,24.21,mean of means,capture,g,24,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Nyctalus_noctula,BodyMass,25.71,1.93,7.51,mean of means,capture,g,1594,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Pipistrellus_nathusii,BodyMass,7.51,0.98,13.05,mean of means,capture,g,39,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Pipistrellus_pipistrellus,BodyMass,5.8,0.63,10.87,mean of means,capture,g,15,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Pipistrellus_pygmaeus,BodyMass,5.19,0.68,13.11,mean of means,capture,g,62,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Plecotus_auritus,BodyMass,7.91,0.65,8.18,mean of means,capture,g,1430,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Plecotus_austriacus,BodyMass,8.67,0.73,8.46,mean of means,capture,g,110,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Vespertilio_murinus,BodyMass,14.49,1.32,9.12,mean of means,capture,g,423,individual,Poland,Unpublished data,Unpublished data,Data_provider:_Ireneusz_RuczyÅ„ski-Grzegorz_LesiÅ„ski-Joanna_Furmankiewicz-Marcin_Zegarek-Marcin_PakuÅ‚a,Adult,NA
Nyctalus_leisleri,ForearmLength,43,1.68,3.9,mean,capture,mm,22,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Myotis_alcathoe,ForearmLength,32.51,0.64,1.96,mean,capture,mm,13,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Myotis_bechsteinii,ForearmLength,41.45,1.18,2.85,mean,capture,mm,56,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Myotis_brandtii,ForearmLength,34.53,1.15,3.33,mean,capture,mm,115,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Myotis_daubentonii,ForearmLength,37.37,1.19,3.19,mean,capture,mm,1529,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Myotis_mystacinus,ForearmLength,34.16,0.98,2.87,mean,capture,mm,555,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious values removed
Myotis_nattereri,ForearmLength,39.19,1.27,3.24,mean,capture,mm,260,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Nyctalus_noctula,ForearmLength,53.02,1.53,2.89,mean,capture,mm,216,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Pipistrellus_nathusii,ForearmLength,33.83,0.98,2.9,mean,capture,mm,2594,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Pipistrellus_pipistrellus,ForearmLength,31.93,0.98,3.05,mean,capture,mm,1573,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Pipistrellus_pygmaeus,ForearmLength,31.56,0.98,3.1,mean,capture,mm,5457,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Plecotus_auritus,ForearmLength,38.38,1.25,3.27,mean,capture,mm,194,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Rhinolophus_ferrumequinum,ForearmLength,52.6,0.28,0.54,mean,capture,mm,2,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Rhinolophus_hipposideros,ForearmLength,36.8,0.99,2.69,mean,capture,mm,2,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Eptesicus_serotinus,ForearmLength,52.15,1.45,2.79,mean,capture,mm,11,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Plecotus_austriacus,ForearmLength,40.77,1.15,2.82,mean,capture,mm,42,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Barbastella_barbastellus,ForearmLength,38.39,0.99,2.57,mean,capture,mm,49,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Nyctalus_leisleri,BodyMass,13.41,1.48,11.02,mean,capture,g,13,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Myotis_alcathoe,BodyMass,4.86,0.23,4.8,mean,capture,g,11,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Myotis_bechsteinii,BodyMass,8.63,0.38,4.38,mean,capture,g,4,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Myotis_brandtii,BodyMass,5.81,0.87,15.01,mean,capture,g,102,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Myotis_daubentonii,BodyMass,8.6,1.26,14.63,mean,capture,g,1511,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Myotis_mystacinus,BodyMass,5.22,0.63,12.09,mean,capture,g,486,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Myotis_nattereri,BodyMass,7.72,0.96,12.38,mean,capture,g,232,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Nyctalus_noctula,BodyMass,27.5,2.93,10.67,mean,capture,g,213,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Pipistrellus_nathusii,BodyMass,7.7,1.03,13.4,mean,capture,g,2529,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Pipistrellus_pipistrellus,BodyMass,5.08,0.75,14.69,mean,capture,g,1556,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Pipistrellus_pygmaeus,BodyMass,5.32,0.78,14.63,mean,capture,g,5446,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Plecotus_auritus,BodyMass,7.53,0.84,11.13,mean,capture,g,166,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Rhinolophus_ferrumequinum,BodyMass,21,0.71,3.37,mean,capture,g,2,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,spurious_values_removed
Rhinolophus_hipposideros,BodyMass,5.25,0.07,1.35,mean,capture,g,2,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Eptesicus_serotinus,BodyMass,22.06,2.95,13.39,mean,capture,g,11,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_BatConservationTrust,Adult,NA
Plecotus_austriacus,BodyMass,9.28,0.93,10.05,mean,capture,g,39,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_Orly_Razgour,Adult,NA
Barbastella_barbastellus,BodyMass,8.89,0.87,9.75,mean,capture,g,49,individual,UnitedKingdom,Unpublished data,Unpublished data,Data_provider:_Orly_Razgour,Adult,NA
Barbastella_barbastellus,ForearmLength,39.64,1.03,2.61,mean,capture,mm,102,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,NA
Eptesicus_isabellinus,ForearmLength,50.82,2.03,4,mean,capture,mm,5256,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,spurious_values_removed
Eptesicus_serotinus,ForearmLength,52.05,1.87,3.59,mean,capture,mm,268,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,NA
Hypsugo_savii,ForearmLength,34.45,1.22,3.53,mean,capture,mm,389,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,spurious_values_removed
Miniopterus_schreibersii,ForearmLength,45.38,0.9,1.99,mean,capture,mm,2944,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,NA
Myotis_alcathoe,ForearmLength,32.36,0.8,2.47,mean,capture,mm,20,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,NA
Myotis_bechsteinii,ForearmLength,42.08,1.18,2.81,mean,capture,mm,203,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,NA
Myotis_blythii,ForearmLength,58.24,2.09,3.59,mean,capture,mm,312,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,NA
Myotis_capaccinii,ForearmLength,40.53,0.8,1.96,mean,capture,mm,328,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,NA
Myotis_crypticus,ForearmLength,39.76,1.15,2.9,mean,capture,mm,37,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,spurious_values_removed
Myotis_daubentonii,ForearmLength,35.54,1.41,3.97,mean,capture,mm,895,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,spurious_values_removed
Myotis_emarginatus,ForearmLength,39.74,1.97,4.96,mean,capture,mm,217,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,spurious_values_removed
Myotis_escalerai,ForearmLength,39.39,1.2,3.04,mean,capture,mm,733,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,spurious_values_removed
Myotis_myotis,ForearmLength,61.3,2.98,4.86,mean,capture,mm,1628,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,spurious_values_removed
Myotis_mystacinus,ForearmLength,34.29,1.3,3.78,mean,capture,mm,63,individual,Spain,Unpublished data,Unpublished data,Data_provider:_Javier_Juste-Carlos_Ibanez-Ana_Benitez,Adult,spurious_values_removed
