,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
85,Plecotus_auritus,ResponseToNightlyWindSpeed,0.01,NA,NA,NA,modelling,NA,157,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.030172
86,Plecotus_austriacus,ResponseToNightlyTemperature,-0.01,NA,NA,NA,modelling,NA,1302,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.008376
87,Plecotus_austriacus,ResponseToNightlyPrecipitation,-0.01,NA,NA,NA,modelling,NA,1294,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01088
88,Plecotus_austriacus,ResponseToNightlyWindSpeed,0.02,NA,NA,NA,modelling,NA,1475,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01116
89,Rhinolophus_ferrumequinum,ResponseToNightlyTemperature,0.05,NA,NA,NA,modelling,NA,1204,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01091
90,Rhinolophus_ferrumequinum,ResponseToNightlyPrecipitation,-0.1,NA,NA,NA,modelling,NA,1202,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01845
91,Rhinolophus_ferrumequinum,ResponseToNightlyWindSpeed,0.03,NA,NA,NA,modelling,NA,1518,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01346
92,Rhinolophus_hipposideros,ResponseToNightlyTemperature,0.01,NA,NA,NA,modelling,NA,1084,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.009306
93,Rhinolophus_hipposideros,ResponseToNightlyPrecipitation,0.01,NA,NA,NA,modelling,NA,1084,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01665
94,Rhinolophus_hipposideros,ResponseToNightlyWindSpeed,0,NA,NA,NA,modelling,NA,1307,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.013333
95,Tadarida_teniotis,ResponseToNightlyTemperature,0.02,NA,NA,NA,modelling,NA,671,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.016
96,Tadarida_teniotis,ResponseToNightlyPrecipitation,-0.04,NA,NA,NA,modelling,NA,671,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01658
97,Tadarida_teniotis,ResponseToNightlyWindSpeed,0.04,NA,NA,NA,modelling,NA,766,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.02007
