,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
170,Myotis_myotis,DeciduousForestAffinityLargeScale,0.09,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0780103200996363
171,Myotis_myotis,ConiferousForestAffinityLargeScale,-0.02,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0705791376275766
172,Myotis_blythii,FreshwaterAffinitySmallScale,-0.02,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0731419229044297
173,Myotis_blythii,DenseUrbanAreaAffinitySmallScale,-0.52,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0932744856883392
174,Myotis_blythii,CroplandAffinitySmallScale,0.46,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0812786941621642
175,Myotis_blythii,GrasslandAffinitySmallScale,0.47,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0792187398372397
176,Myotis_blythii,DeciduousForestAffinitySmallScale,-0.24,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0913182821458372
177,Myotis_blythii,ConiferousForestAffinitySmallScale,-0.11,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0746471460074538
178,Myotis_blythii,FreshwaterAffinityMediumScale,0.07,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0724024511468588
179,Myotis_blythii,DenseUrbanAreaAffinityMediumScale,-1.05,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.1378718555154
180,Myotis_blythii,CroplandAffinityMediumScale,0.47,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0856576830197835
181,Myotis_blythii,GrasslandAffinityMediumScale,0.54,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0660503060226192
182,Myotis_blythii,DeciduousForestAffinityMediumScale,-0.09,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0759963059308221
183,Myotis_blythii,ConiferousForestAffinityMediumScale,0,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0715388181121163
184,Myotis_blythii,FreshwaterAffinityLargeScale,-0.37,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.103772292202155
185,Myotis_blythii,DenseUrbanAreaAffinityLargeScale,-12.09,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=2.19284541850315
186,Myotis_blythii,CroplandAffinityLargeScale,0.31,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0868153028032064
187,Myotis_blythii,GrasslandAffinityLargeScale,0.59,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0667438457383796
188,Myotis_blythii,DeciduousForestAffinityLargeScale,0.09,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0780103200996363
189,Myotis_blythii,ConiferousForestAffinityLargeScale,-0.02,NA,NA,NA,Modelling,NA,2546,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0705791376275766
190,Myotis_mystacinus,FreshwaterAffinitySmallScale,0.46,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0868385021697755
191,Myotis_mystacinus,DenseUrbanAreaAffinitySmallScale,-1.24,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.119760465006461
192,Myotis_mystacinus,CroplandAffinitySmallScale,-0.26,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.085823536075681
193,Myotis_mystacinus,GrasslandAffinitySmallScale,0.36,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0769435421136836
194,Myotis_mystacinus,DeciduousForestAffinitySmallScale,1.32,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0820808810131123
195,Myotis_mystacinus,ConiferousForestAffinitySmallScale,-0.18,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0983119165641034
196,Myotis_mystacinus,FreshwaterAffinityMediumScale,0.2,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0894097667515102
197,Myotis_mystacinus,DenseUrbanAreaAffinityMediumScale,-1.7,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.15484314728146
198,Myotis_mystacinus,CroplandAffinityMediumScale,0.04,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0896865137033993
199,Myotis_mystacinus,GrasslandAffinityMediumScale,0.62,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0797675408724045
200,Myotis_mystacinus,DeciduousForestAffinityMediumScale,1.32,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0842361525649211
201,Myotis_mystacinus,ConiferousForestAffinityMediumScale,-0.23,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0943531424030785
202,Myotis_mystacinus,FreshwaterAffinityLargeScale,-0.69,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.145441941055199
203,Myotis_mystacinus,DenseUrbanAreaAffinityLargeScale,-1.12,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.235448110765309
204,Myotis_mystacinus,CroplandAffinityLargeScale,0.52,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0889358204463269
205,Myotis_mystacinus,GrasslandAffinityLargeScale,0.99,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0806483150687377
206,Myotis_mystacinus,DeciduousForestAffinityLargeScale,0.92,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0898835457436803
207,Myotis_mystacinus,ConiferousForestAffinityLargeScale,-0.13,NA,NA,NA,Modelling,NA,2623,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.091482403603446
208,Myotis_nattereri,FreshwaterAffinitySmallScale,0.38,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0511501375676942
209,Myotis_nattereri,DenseUrbanAreaAffinitySmallScale,-0.74,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0655337303690749
210,Myotis_nattereri,CroplandAffinitySmallScale,0.09,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0514369565606174
211,Myotis_nattereri,GrasslandAffinitySmallScale,0.11,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0480120782148314
212,Myotis_nattereri,DeciduousForestAffinitySmallScale,0.39,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.050603913705001
213,Myotis_nattereri,ConiferousForestAffinitySmallScale,0.07,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0527814393093005
214,Myotis_nattereri,FreshwaterAffinityMediumScale,0.15,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0526155983356897
215,Myotis_nattereri,DenseUrbanAreaAffinityMediumScale,-1.01,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0775870369013603
216,Myotis_nattereri,CroplandAffinityMediumScale,0.16,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0537560921914738
217,Myotis_nattereri,GrasslandAffinityMediumScale,0.12,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0486138172794119
218,Myotis_nattereri,DeciduousForestAffinityMediumScale,0.35,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0517947463171784
219,Myotis_nattereri,ConiferousForestAffinityMediumScale,0.08,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0522232669930813
220,Myotis_nattereri,FreshwaterAffinityLargeScale,-0.18,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0582226088186422
221,Myotis_nattereri,DenseUrbanAreaAffinityLargeScale,-0.83,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.114644021362385
222,Myotis_nattereri,CroplandAffinityLargeScale,0.11,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0533959405011397
223,Myotis_nattereri,GrasslandAffinityLargeScale,0.19,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0487319977633925
224,Myotis_nattereri,DeciduousForestAffinityLargeScale,0.27,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.052849155934441
225,Myotis_nattereri,ConiferousForestAffinityLargeScale,0.2,NA,NA,NA,Modelling,NA,2648,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.050603584372141
226,Nyctalus_leisleri,FreshwaterAffinitySmallScale,-0.02,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.044444444901018
227,Nyctalus_leisleri,DenseUrbanAreaAffinitySmallScale,-0.08,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0474249143719518
228,Nyctalus_leisleri,CroplandAffinitySmallScale,-0.03,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.042795871333144
229,Nyctalus_leisleri,GrasslandAffinitySmallScale,0.14,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0400611322993506
230,Nyctalus_leisleri,DeciduousForestAffinitySmallScale,-0.19,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0436948583303428
231,Nyctalus_leisleri,ConiferousForestAffinitySmallScale,-0.1,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.044453263968874
232,Nyctalus_leisleri,FreshwaterAffinityMediumScale,0.17,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0429251927933775
233,Nyctalus_leisleri,DenseUrbanAreaAffinityMediumScale,-0.34,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0533707863781846
234,Nyctalus_leisleri,CroplandAffinityMediumScale,0.02,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0447898478871133
235,Nyctalus_leisleri,GrasslandAffinityMediumScale,0.26,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0405937825269672
236,Nyctalus_leisleri,DeciduousForestAffinityMediumScale,-0.14,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0454032227922479
237,Nyctalus_leisleri,ConiferousForestAffinityMediumScale,-0.05,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0429310074473972
238,Nyctalus_leisleri,FreshwaterAffinityLargeScale,-0.17,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0448164087198958
239,Nyctalus_leisleri,DenseUrbanAreaAffinityLargeScale,-0.31,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0614129098367674
240,Nyctalus_leisleri,CroplandAffinityLargeScale,-0.03,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0440795392030105
241,Nyctalus_leisleri,GrasslandAffinityLargeScale,0.29,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0407229266770617
242,Nyctalus_leisleri,DeciduousForestAffinityLargeScale,0.04,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0440538529320758
243,Nyctalus_leisleri,ConiferousForestAffinityLargeScale,0.02,NA,NA,NA,Modelling,NA,2676,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0414636914044254
244,Nyctalus_noctula,FreshwaterAffinitySmallScale,-0.19,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0765529003302045
245,Nyctalus_noctula,DenseUrbanAreaAffinitySmallScale,0.44,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0792682635994304
246,Nyctalus_noctula,CroplandAffinitySmallScale,0.03,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0710493673232423
247,Nyctalus_noctula,GrasslandAffinitySmallScale,-0.04,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0695337109313298
248,Nyctalus_noctula,DeciduousForestAffinitySmallScale,0.1,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0735210995355522
249,Nyctalus_noctula,ConiferousForestAffinitySmallScale,-0.5,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0856583145935355
250,Nyctalus_noctula,FreshwaterAffinityMediumScale,0.06,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0743534973145125
251,Nyctalus_noctula,DenseUrbanAreaAffinityMediumScale,0.44,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0933147483799578
252,Nyctalus_noctula,CroplandAffinityMediumScale,0.03,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0760791706007702
253,Nyctalus_noctula,GrasslandAffinityMediumScale,-0.06,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.072584984585996
254,Nyctalus_noctula,DeciduousForestAffinityMediumScale,0.05,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0765475135262395
255,Nyctalus_noctula,ConiferousForestAffinityMediumScale,-0.66,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0831758865070289
256,Nyctalus_noctula,FreshwaterAffinityLargeScale,-0.11,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0898023256136259
257,Nyctalus_noctula,DenseUrbanAreaAffinityLargeScale,-0.02,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.110488134831875
258,Nyctalus_noctula,CroplandAffinityLargeScale,0.42,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0781523867221193
259,Nyctalus_noctula,GrasslandAffinityLargeScale,0.2,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0720202001233756
260,Nyctalus_noctula,DeciduousForestAffinityLargeScale,0.02,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0772426523625949
261,Nyctalus_noctula,ConiferousForestAffinityLargeScale,-0.93,NA,NA,NA,Modelling,NA,2611,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0823118990118523
262,Pipistrellus_kuhlii,FreshwaterAffinitySmallScale,0.23,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0526972610454688
263,Pipistrellus_kuhlii,DenseUrbanAreaAffinitySmallScale,-0.14,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0570126319358073
264,Pipistrellus_kuhlii,CroplandAffinitySmallScale,-0.34,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0534158435635547
265,Pipistrellus_kuhlii,GrasslandAffinitySmallScale,-0.16,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0481016302269529
266,Pipistrellus_kuhlii,DeciduousForestAffinitySmallScale,-0.35,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.052437283671651
267,Pipistrellus_kuhlii,ConiferousForestAffinitySmallScale,0.16,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0518402579722218
268,Pipistrellus_kuhlii,FreshwaterAffinityMediumScale,0.34,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0514535545951733
269,Pipistrellus_kuhlii,DenseUrbanAreaAffinityMediumScale,-0.18,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.06345336157649
270,Pipistrellus_kuhlii,CroplandAffinityMediumScale,-0.34,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0555676310805732
271,Pipistrellus_kuhlii,GrasslandAffinityMediumScale,-0.07,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0479140552816549
272,Pipistrellus_kuhlii,DeciduousForestAffinityMediumScale,-0.62,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0530373523069745
273,Pipistrellus_kuhlii,ConiferousForestAffinityMediumScale,0.1,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0518804578662712
274,Pipistrellus_kuhlii,FreshwaterAffinityLargeScale,0.21,NA,NA,NA,Modelling,NA,2706,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0504840142411511
